robot,variant,coupling,terrain,seed,distance,em,drag_pct
babya,base,blf,flat,1,11.409133516173958,0.8600638697132797,9.93333333333333
babya,base,blf,flat,2,11.96302318027158,0.860289388254876,18.166666666666657
babya,base,blf,flat,3,11.410807749769004,0.8548241857765319,4.5166666666666595
babya,base,blf,flat,4,15.233790342484015,0.8354965937364659,16.950000000000003
babya,base,blf,flat,5,13.42287612242674,0.8835185562783128,17.766666666666662
babya,base,blf,flat,6,14.760094345993007,0.8708617430516936,19.37
babya,base,blf,flat,7,8.331533277228656,0.8747552322129978,2.70333333333333
babya,base,blf,flat,8,11.376141650477292,0.906033295749797,6.12666666666666
babya,base,blf,flat,9,17.44115888903191,0.9059441569113276,18.50333333333333
babya,base,blf,flat,10,11.81122913492951,0.8572748011286276,12.53666666666666
babya,base,blf,flat,11,11.700470214574024,0.8973883391992078,21.15333333333333
babya,base,blf,flat,12,11.620174052709237,0.8122145917883745,33.45
babya,base,blf,flat,13,11.834915935959012,0.9026575367811348,17.599999999999998
babya,base,blf,flat,14,8.186666439437381,0.8370674732535699,28.096666666666657
babya,base,blf,flat,15,14.587266478701077,0.8465813358530088,52.70333333333333
babya,base,blf,flat,16,11.990662072150627,0.9440533737674408,23.626666666666658
babya,base,blf,flat,17,12.375170162899762,0.8088223877117244,6.95666666666666
babya,base,blf,flat,18,11.46800402676071,0.8803731630344647,8.166666666666659
babya,base,blf,flat,19,13.202124744562004,0.8542621496249091,8.55
babya,base,blf,flat,20,11.135609482610707,0.883397837790288,9.99
babya,base,blf,flat,21,11.785551586033865,0.9118203491317772,7.29666666666666
babya,base,blf,flat,22,11.759400215760296,0.9599625325439568,20.42333333333333
babya,base,blf,flat,23,15.748507709972223,0.93838500154175,4.88
babya,base,blf,flat,24,11.638894740017014,0.9483592979376652,20.41333333333333
babya,base,blf,flat,25,8.582597681310379,0.8749129111391933,3.3300000000000005
babya,base,blf,flat,26,9.769160432976031,0.9196793428119528,17.82666666666666
babya,base,blf,flat,27,11.213448137021231,0.8184117022218221,26.473333333333333
babya,base,blf,flat,28,10.736981150359174,0.8949387448239317,8.450000000000001
babya,base,blf,flat,29,11.13158611342463,0.8803511234343742,20.47
babya,base,blf,flat,30,10.870282744988446,0.8385509673614987,3.69333333333333
babya,base,blf,rugged,1,12.287397895475396,0.8370755738486673,8.076666666666666
babya,base,blf,rugged,2,7.237778253065375,0.9128692102050596,56.89333333333333
babya,base,blf,rugged,3,7.100790244413688,0.8240511310413019,68.68666666666667
babya,base,blf,rugged,4,8.07033713405713,0.8511520891506562,62.9
babya,base,blf,rugged,5,8.04589228040918,0.8599363413193075,34.35333333333333
babya,base,blf,rugged,6,7.183400078821909,0.902489067219848,67.04666666666667
babya,base,blf,rugged,7,10.528316798869952,0.9307962889437588,18.05333333333333
babya,base,blf,rugged,8,13.213927025671918,0.8576360293495621,34.38333333333333
babya,base,blf,rugged,9,9.455432856485134,0.926043187427096,26.356666666666666
babya,base,blf,rugged,10,11.05368345273171,0.8813311040390623,21.62
babya,base,blf,rugged,11,9.09316680247574,0.8979001471535741,55.35
babya,base,blf,rugged,12,10.728317746005546,0.8942421827860509,20.6
babya,base,blf,rugged,13,14.616790004206196,0.8906032213720056,37.03
babya,base,blf,rugged,14,11.770882858365802,0.8196017406794207,26.08
babya,base,blf,rugged,15,10.339812697143191,0.8701879135120593,15.85
babya,base,blf,rugged,16,10.493832062331249,0.8646539691245413,17.593333333333334
babya,base,blf,rugged,17,9.52839602610524,0.8393210653080138,6.87
babya,base,blf,rugged,18,10.319486527573863,0.8635899308520619,13.626666666666669
babya,base,blf,rugged,19,10.881898805727692,0.920049635521078,20.813333333333333
babya,base,blf,rugged,20,14.33946642041626,0.8766038834615816,12.9
babya,base,blf,rugged,21,10.324652715618454,0.875227013677002,21.633333333333333
babya,base,blf,rugged,22,10.97586103935975,0.8217839790497655,10.156666666666666
babya,base,blf,rugged,23,10.876082715939882,0.8829125822183731,20.216666666666665
babya,base,blf,rugged,24,8.709600775715671,0.9250994446170272,66.41333333333333
babya,base,blf,rugged,25,5.788863456008879,0.82743168248664,42.32
babya,base,blf,rugged,26,10.552437636698569,0.8752274491163848,21.25333333333333
babya,base,blf,rugged,27,9.59342458214378,0.8690998144710663,11.346666666666666
babya,base,blf,rugged,28,9.448579091159129,0.8587367106466646,9.206666666666669
babya,base,blf,rugged,29,14.161515200450417,0.9064420401373896,33.913333333333334
babya,base,blf,rugged,30,7.998272387376132,0.7803414703271503,15.84
babya,phi,uncoupled,flat,1,12.855620180536674,0.8636061731678515,18.07
babya,phi,uncoupled,flat,2,12.258567808785566,0.8273329017198645,22.74333333333333
