generation,fitness,distance,contact_ratio
1,1.3656173371978555,2.4726676915425214,0.44771497525979964
2,0.8056458333078822,1.4120464193617892,0.42944805336356107
3,0.7750025181174762,1.5620163726655445,0.5038448177115119
4,0.8404393466387776,1.644008760766804,0.4887865766318805
5,1.748206205695657,3.1481622980336,0.44468993647893607
6,1.2393751841758656,2.3087673878695103,0.4631875039955676
7,0.8287850295608672,1.376374881031494,0.3978493497790715
8,1.0569214472087411,1.8073122828837778,0.41519710942134497
9,1.4804132766202729,2.097101509677192,0.29406694440453957
10,1.1302683037330499,1.7839607532372217,0.3664275956284153
11,1.1729388658621058,1.4577400580409805,0.1953717266723203
12,1.3621739907720583,2.650341000757676,0.4860382153154474
13,1.2109466255114796,2.4490155970314835,0.5055373975652503
14,1.359060925290674,2.4895502821783624,0.4540938035999448
15,1.5171006121769903,3.0025344727681795,0.4947266631119466
16,1.519021570567928,2.5694629240881586,0.4088174784203229
17,1.2509230054927691,1.580922569129493,0.20873859990399918
18,1.7204768764350626,3.6279681009414473,0.5257739791073125
19,2.548740510975877,4.671505431974521,0.45440703257438103
20,1.4261056240454444,2.4027484869210625,0.4064690366851967
21,1.7095432969323592,3.131079836159222,0.4540083976174202
22,1.5969902840690424,2.9262234410202823,0.4542486873414485
23,1.970989795123099,3.6247676548236223,0.4562438250351786
24,2.085539979617292,3.069746733271925,0.320614968976807
25,2.458722894471975,4.1364182146635935,0.40559131913794216
26,1.772007584264198,3.6518746838512945,0.5147676912080057
27,1.5122962772130484,2.9237249413482744,0.4827501534683855
28,1.9356622765988072,3.5857977285212264,0.4601864290328866
29,1.600470774738462,2.914423750374981,0.4508448627168443
30,2.2941352831756054,3.872024200339752,0.407510086591322
31,2.3578665627257167,4.5956226034402805,0.48693207293379165
32,1.7623368605546255,2.927603516688333,0.3980274820313927
33,2.5441987395866743,4.238958250274625,0.3998056622940683
34,2.0081591390613327,3.7471990766421506,0.46409061862258044
35,1.936819738522083,3.807376353262107,0.4912980596565815
36,2.346996538750805,4.276075997224185,0.45113310888900054
37,1.754346855337593,3.272696711658765,0.46394456623864705
38,1.4703537710750152,2.854336368378425,0.4848701830084809
39,1.7113183127851883,3.1816908464506333,0.4621355765302381
40,2.241164840154275,4.1212135713615865,0.4561881345513894
41,1.6964697119267813,2.901260769474956,0.41526465673963076
42,2.1158169146596024,3.649147409479387,0.42018869690948996
43,1.7598507841206663,3.0522254276516203,0.42342044326827655
44,2.0830790452756083,3.4691566869598085,0.39954310708833624
45,1.5482473658940672,2.6182981243001087,0.4086817877899501
46,1.4854657028704152,2.82202983073738,0.47361800123768655
47,2.351528369787619,3.0419657403567077,0.22697079109382956
48,2.054992915541959,3.7274762794084695,0.4486905451567151
