generation,fitness,distance,contact_ratio
1,0.8879993370977958,1.3594192831711942,0.34678038770620534
2,1.0626650502908732,1.8049784132320263,0.4112588591084332
3,1.5056833677393178,2.898885106165918,0.4805991570563681
4,1.3524359634864052,2.07639674631543,0.3486620676485332
5,1.3956808830781477,2.3957414003903943,0.4174325814753141
6,1.6547061759812698,3.486239368686579,0.5253607107865714
7,1.504258472079315,2.6487313810079844,0.43208341817324486
8,1.975223266943252,2.788926748719068,0.29176222794289725
9,1.881500238181212,3.2018087637003885,0.412363330529857
10,1.4091246363083023,2.431897849271425,0.4205658610494418
11,2.2568773599829406,3.293294420339434,0.3147052550040976
12,2.5749891995423355,4.194876195986452,0.38615847542627885
13,1.8592848233424755,2.3915460715525767,0.2225594792177934
14,1.6833310769082315,2.984712455825702,0.4360156625397442
15,2.762506055922196,3.713192944118547,0.25602948796457675
16,2.2893660899646346,4.104388049427033,0.44221499955779603
17,2.3921105240048712,4.459663563030467,0.4636118868170035
18,1.8954126714071606,3.3107439455972387,0.4274964471572146
19,2.0943937439800453,3.645462114802537,0.42547921826544843
20,2.356563744152658,3.8842457203942327,0.3933020942059562
21,2.1205501066075985,3.9888477028980196,0.46838027807706123
22,2.429138237086095,3.930688561123224,0.3820069437422051
23,2.286110617949998,4.321530086321114,0.4709950938011062
24,1.896178102096227,3.4111171317955264,0.44411814990998966
25,2.0254474034424033,3.7439972839644753,0.45901472415127387
26,2.1461840354927517,3.981116956669211,0.46090907178764484
27,2.262571533647716,4.1860191044806845,0.4594932614555256
28,2.4110431707220825,3.6905625189955815,0.34670035846506436
29,2.729926585667499,4.65784199668979,0.41390743017741083
30,2.8999543886096295,4.939113802994858,0.412859370267754
31,2.8587766802381913,4.499822191886974,0.3646911903780402
32,2.340512548680672,3.8162475294511435,0.3866979197187225
33,2.6952219746122634,4.597251306080175,0.41373185950316654
34,3.304495243511715,5.467791735482001,0.3956435425168192
35,3.139808200063817,5.6450084237843745,0.44379034283904367
36,2.3349107949431063,4.26681200307486,0.4527739227178364
37,2.276430500548294,4.4039326861448505,0.48309144058669673
38,2.385937362862305,4.5116971240941135,0.471166326719822
39,2.5017987131323496,4.557355154256916,0.45104152991116364
40,2.349182257232374,4.140042847530783,0.4325705448595827
41,2.685973256388488,4.746599968386904,0.4341268962462629
42,2.6709095098393756,4.441412241295636,0.3986350816513655
43,1.9274538196253093,3.3501621559067214,0.42466849963456654
44,2.6647080320515095,3.5845434030835963,0.25661158691530983
45,2.351090639067934,4.116124162422713,0.42880959215668957
46,2.0377820741648316,3.6189511356840125,0.43691362558846114
47,2.6506472719647567,4.399998412716246,0.3975799481417459
48,2.9671847880417914,5.151109394503296,0.4239716999200117
49,2.069363820372696,3.701355624306517,0.4409173204586602
50,2.193324297396327,4.382029465917789,0.49947294639267126
51,2.6018645316828377,4.330831666951616,0.39922289025049146
52,2.3154512251951154,4.938435748856867,0.5311367115121244
53,2.743057700743922,4.452041710294098,0.3838652287552988
54,2.9452587297906883,3.7149195779445754,0.2071810255929502
55,2.8429337621168913,3.8311889523844638,0.25795
56,2.817907611115675,4.799873259319553,0.4129204129204129
57,2.254440628591128,3.573157136015544,0.36906199677938806
58,2.200527400409143,4.059119762777281,0.45788064186026256
59,2.566525538159144,4.453900434978099,0.4237577656646103
60,2.775237754042157,4.26313739343301,0.34901517405534066
61,2.403804348915639,3.7917359349291724,0.3660412037737166
62,2.901269813770147,4.009698831939842,0.2764369756003472
63,2.5431339401292106,3.815930875399568,0.333548215843161
64,2.197328467286269,3.487955471260913,0.37002393367942743
65,3.209579035486046,4.695424170639136,0.31644534788660816
66,3.295318570336032,3.9681170975699427,0.16955107691905802
67,2.0935806974679494,3.4842528456588093,0.39913066295506144
68,2.180778762870285,4.102298293514573,0.46840073372579133
69,2.314635253368928,4.0488792150170365,0.428326919512913
70,2.900299255565697,4.168924751923402,0.3043052038232171
71,2.3284303564180875,3.2448770358546435,0.2824287852236534
72,2.1983663519132493,3.53305206748613,0.37777131219086413
73,2.7530127980542276,3.8058687322493543,0.2766401072306203
74,2.086030467353988,3.6166659308312292,0.4232172649480652
75,2.3727547548381747,3.9564105951467528,0.40027590722035167
76,2.2214802333741726,4.406311448627844,0.4958413041670132
77,2.2603225728342373,4.0825157677651776,0.4463407610862535
78,2.4341764581516667,4.299782134783679,0.43388376856118793
79,2.4927027301574194,4.1914539540933236,0.4052892486810988
80,2.346976877446329,4.230370311891735,0.4452076994657215
81,1.698960570456369,3.140916846427557,0.4590876952413601
82,2.6761622342646407,4.570799316505974,0.41450891869163015
83,2.573858702825205,4.553918448919738,0.4348035144468243
84,2.678355810668424,4.556378297565481,0.41217439910564563
85,1.977523291029962,3.5714559063636573,0.4462977164280845
86,2.2019766212809193,4.0350901530231384,0.454293079516161
87,2.6048610220870656,4.639883625710559,0.43859345789342874
88,2.41460181420467,4.210529172777052,0.42653245824393116
89,2.2391434943115573,3.364853696051738,0.3345495238206255
90,2.5227076550379417,4.054609252997111,0.3778173190984579
91,2.5331543981026483,4.418299535444487,0.42666757249453674
92,2.333171896197739,4.088955128553221,0.42939655172413793
93,2.2975128381508445,4.024357562597137,0.4290982343357844
94,2.4227369402008794,4.426639494867541,0.45269160883556997
95,2.865689015100657,4.658490311473254,0.38484598582445506
96,2.6641625891799103,4.352302884642144,0.38787288941197773
97,2.39640195350429,4.306946737812238,0.4435961019751153
98,2.609803009813524,4.402763598233506,0.4072352622201565
99,2.2925582631047936,3.682343093573796,0.377418615037358
100,2.4536111787024466,3.8041385937748693,0.35501530288156147
101,2.160184996285588,3.930508033717729,0.4504056529704266
102,2.319105770432674,4.082528732734009,0.4319437970300326
103,1.8922833627929148,3.3246743206658755,0.430836472904834
104,2.4722287166702905,4.5644260519812665,0.45837029924119865
105,2.3942218160414135,4.137718965842502,0.4213667395475436
106,2.7920526042553204,4.800450614251999,0.4183769757018165
107,2.665228503667053,4.986353424443495,0.46549546797026176
108,2.081892580748559,3.8844379410387395,0.46404277469500793
109,2.269250833199514,3.7166860180832493,0.3894424166694069
110,2.325047083286533,3.95276524393271,0.41179226698186544
111,2.297572596222418,4.156218033992077,0.4471963267009879
112,2.625690677313031,4.249178493412844,0.3820709858662265
113,2.7301416883661553,4.599099372875407,0.40637471230389155
114,2.5123591610358904,4.372291114017569,0.4253906943704493
115,2.4974563910278857,4.128965062115119,0.39513743675309054
116,2.282366367704201,4.077845479527072,0.44030091891346057
117,2.825582235421294,4.798716437202029,0.41117957845644315
118,2.212325593687978,3.7737425132043128,0.4137582026470915
119,2.519525063342068,4.252854403159063,0.40756846473029046
120,2.6860724653954384,4.256780686427037,0.3689896982571553
121,2.8280883438553848,4.369563438913308,0.3527755384737661
122,2.3629979810679433,4.029248050417681,0.4135387170261236
123,2.5468444420882848,4.212427831550865,0.39539748953974896
124,2.676186173504342,4.520006744246017,0.4079242963716514
125,2.615938124444616,4.076332444626013,0.3582618297255642
126,2.5984118530411897,4.230440650457214,0.3857822227667086
127,2.4662901433486675,3.9531544024791465,0.3761209676500416
128,2.4012630992236166,4.152523652091017,0.4217340344312182
129,2.742754477865048,4.372768124252448,0.3727647110641297
130,3.0015389039506393,5.0276350977990125,0.40299189468530705
131,2.289117318344555,3.864120304397275,0.4075967780455503
132,2.507017561900313,4.053868048776602,0.3815739605395162
133,2.554254997679237,4.39974968451348,0.4194544733601853
134,2.674801176329495,4.542457813726686,0.41115552724637044
135,2.600686452595279,4.114720042316157,0.36795543175487466
136,2.6319306443968324,4.150610545879488,0.3658931342017435
137,2.610287400460202,4.168718540295517,0.3738393764825483
138,2.871076780337159,4.9448805771432545,0.4193840001701657
139,2.8210159331281455,4.786243741215626,0.4105991910032449
140,2.502521593647476,4.264119223305642,0.4131211013121101
141,2.243845816907147,4.246322291119589,0.471579012831941
142,3.1407853752330053,5.068956189674033,0.38038813954811906
143,2.733055838843727,4.331108330009267,0.3689707967110859
144,2.977910094827015,4.811823236459776,0.3811264569606329
145,2.938777795921578,4.84507954396885,0.39345107355775694
146,2.5139685099921874,4.238377230953042,0.40685588540053197
147,2.5479872391882488,4.332215738042153,0.41185125735687533
148,2.776671102242409,4.633523427081063,0.4007430531129089
149,2.502474051415417,4.302519284199851,0.418370055747279
150,2.6892773789183266,4.505011408481514,0.40304759853542965
151,2.82316914949931,4.654855938138834,0.3935002098844531
152,2.668580964844792,4.5659180080770385,0.4155433890568965
153,3.0399592810492644,4.983423892262305,0.38998581160848705
154,2.6436774687014353,4.31998544332352,0.3880355609097703
155,2.4100900242116436,4.025330276363297,0.401268999375363
156,2.8206333198629308,4.718920070073872,0.4022714354178973
157,2.7963794168503457,4.636092159456839,0.3968240231924192
158,2.7217532025296536,4.517290436183857,0.3974810251897481
159,2.8360623843151855,4.696002031224716,0.3960687483826447
160,2.685454007446526,4.538056347090735,0.4082369626881955
161,2.6689862391942554,4.537522235775324,0.41179654875273425
162,2.5287350163235986,4.431862548078354,0.4294193493387893
163,2.7218398027233794,4.57647731637047,0.4052543879137969
164,2.488790812587284,4.289289227649669,0.4197661476069252
165,2.82336701008598,4.899352002018608,0.42372644200238946
166,3.0484388027309475,4.909206557140657,0.37903635399148994
167,2.908045056728898,4.954423627494112,0.41304069345403305
168,2.7447399496226783,4.681600307608072,0.41371758175036866
169,2.9056190054602165,4.782628481902807,0.392463994128979
170,2.8827164744331943,4.729932837370275,0.39053754597582985
171,3.1383451795942343,5.15353959495365,0.39103113078488727
172,2.885346114318637,4.9396934112986,0.4158855876117813
173,2.90780346616119,4.947475176986291,0.4122651732166039
174,2.7499641251838707,4.62276648627022,0.40512588439166
175,2.8353943189340836,4.706084896705276,0.39750463895814125
176,2.579980683834385,4.313665141150046,0.4019052013975872
177,3.0759673794018294,5.097118001130059,0.3965281206517348
178,2.961503214189283,4.880999103234786,0.3932588079709735
179,2.904691824207086,4.917301985031247,0.40929155194265987
180,3.0551107407110942,5.0044135123770825,0.38951672695409917
181,2.9153559399213105,4.75020089965627,0.3862668123926572
182,2.6728653307378574,4.605851346126432,0.4196805042382091
183,2.75470821058555,4.520294246797728,0.3905909526714896
184,2.9796014136013635,4.892818037951063,0.39102550095054955
185,2.726637983678701,4.582919430571073,0.4050434390161345
186,3.060720272964565,5.096753798608034,0.39947653076739287
187,2.837589414753267,4.801034293517901,0.40896289397798546
188,3.0306880889842036,4.847109599495381,0.37474323062558357
189,3.0853707219538458,4.937042715980058,0.37505691170805167
190,3.021510409372225,5.01189535547928,0.3971321835223587
191,2.8953373113407084,4.844440639484805,0.4023381589729582
192,2.721769097246541,4.762037611207922,0.428444435037516
193,2.9154840670492206,4.945566093451125,0.4104852686308492
194,3.2273525945422183,5.244491349191039,0.3846204751505526
195,2.731254718650979,4.572739436287215,0.4027093044101829
196,2.9193120758691986,5.062826551340484,0.4233829568788501
197,3.0997226406015734,5.157184912695237,0.3989506498068142
198,3.0071544310436553,5.0788690966314265,0.40790865568121093
199,3.18739394305969,5.167882864196772,0.38323022660942274
200,3.0909767363653575,5.161354922815051,0.4011307529536237
201,3.2790584122571764,5.298521779471618,0.38113712678101463
202,3.14713309187055,5.20970545222133,0.39590959206174203
203,3.0085508770148865,5.169057894207562,0.41796920471982646
204,3.098841252958616,5.271217251733336,0.41212036898315607
205,2.9302740251159984,4.7290083827061915,0.38036184587197985
206,3.047788765007454,5.065111648530063,0.3982780683833599
207,3.269054295462074,5.398581574919942,0.394460517064512
208,3.204132815874043,5.2320284635022,0.3875926252646436
209,3.2240220507137654,5.199395847597439,0.3799237170596394
210,3.205927932033911,5.288439570681492,0.39378565469345417
211,3.113982076017833,5.021940408114988,0.379924526586192
212,3.1928044553385138,5.267212294112009,0.39383410482474507
213,3.2841531875219947,5.422039542069411,0.39429560370403666
214,3.1690869929678414,5.1201026459320635,0.3810501054142556
215,3.2311040352767257,5.2604372526643015,0.3857727257101605
216,3.320845507334866,5.41061581186725,0.3862352044935133
217,3.3395853233090373,5.461131794313947,0.38848109712602685
218,3.0741312446999376,5.0673196790547514,0.3933417586803246
219,3.2507367578145954,5.237090219315452,0.3792857060538659
