morphology,coupling,lambda,run_id,f_nat,k,distance_original,distance_capped,dragging_original,dragging_capped
Gecko,Structured,0,29,0.384626,0.413285,3.2013,1.2335,0.4470,0.5745
Gecko,Structured,0,30,0.406453,0.391091,3.7693,1.3285,0.3243,0.3809
Gecko,Structured,1,1,0.396153,0.401259,4.6365,1.7120,0.2431,0.3216
Gecko,Structured,1,2,0.368202,0.431719,3.7024,1.4780,0.1999,0.2164
Gecko,Structured,1,3,0.412477,0.385379,5.2694,1.9106,0.2646,0.3816
Gecko,Structured,1,4,0.319044,0.498239,3.4629,1.5982,0.0167,0.0279
Gecko,Structured,1,5,0.412234,0.385607,4.6464,1.5797,0.2760,0.3589
Gecko,Structured,1,6,0.382200,0.415908,3.8536,1.5080,0.3086,0.3630
Gecko,Structured,1,7,0.405808,0.391713,5.0092,1.6942,0.2700,0.3733
Gecko,Structured,1,8,0.414922,0.383109,4.6485,1.6178,0.2601,0.3694
Gecko,Structured,1,9,0.414575,0.383429,4.8051,1.6516,0.2497,0.3427
Gecko,Structured,1,10,0.399462,0.397935,4.7934,1.7671,0.2944,0.4268
Gecko,Structured,1,11,0.412497,0.385361,4.6334,1.6007,0.2777,0.3461
Gecko,Structured,1,12,0.413756,0.384188,5.0387,1.6362,0.2711,0.3859
Gecko,Structured,1,13,0.382291,0.415809,3.3085,1.3294,0.3187,0.4740
Gecko,Structured,1,14,0.397198,0.400203,5.0452,1.6882,0.2845,0.3688
Gecko,Structured,1,15,0.412407,0.385445,4.7016,1.5796,0.2812,0.3589
Gecko,Structured,1,16,0.382143,0.415970,3.6613,1.5095,0.2855,0.3227
Gecko,Structured,1,17,0.376549,0.422150,2.5295,0.9430,0.2553,0.3319
Gecko,Structured,1,18,0.400215,0.397187,5.0206,1.8099,0.2729,0.3762
Gecko,Structured,1,19,0.411209,0.386567,4.4399,1.7956,0.2744,0.3512
Gecko,Structured,1,20,0.446730,0.355831,4.4505,1.4877,0.1629,0.1681
Gecko,Structured,1,21,0.445042,0.357180,4.7939,1.6019,0.2828,0.3762
Gecko,Structured,1,22,0.398331,0.399065,5.0317,1.6828,0.2687,0.3808
Gecko,Structured,1,23,0.446078,0.356350,4.6911,1.5426,0.2903,0.4635
Gecko,Structured,1,24,0.369021,0.430762,3.3199,1.4106,0.3233,0.4499
Gecko,Structured,1,25,0.402876,0.394563,4.2622,1.6054,0.1489,0.1974
Gecko,Structured,1,26,0.397652,0.399747,4.9677,1.7092,0.2698,0.3758
Gecko,Structured,1,27,0.414172,0.383802,4.7338,1.7070,0.2879,0.3562
Gecko,Structured,1,28,0.381264,0.416929,3.7117,1.3897,0.2241,0.3203
Gecko,Structured,1,29,0.367682,0.432330,3.2574,1.2960,0.2208,0.3628
Gecko,Structured,1,30,0.416348,0.381796,3.6354,1.2948,0.3265,0.4350
Gecko,Structured,2,1,0.380531,0.417732,3.1409,1.3040,0.3208,0.4066
Gecko,Structured,2,2,0.446214,0.356242,4.2934,1.4146,0.1445,0.1594
Gecko,Structured,2,3,0.382815,0.415240,3.3790,1.3176,0.0021,0.0017
Gecko,Structured,2,4,0.382079,0.416040,3.4188,1.4329,0.2406,0.3149
Gecko,Structured,2,5,0.379936,0.418387,4.0937,1.7753,0.2507,0.3606
Gecko,Structured,2,6,0.333477,0.476675,3.4403,1.5241,0.0653,0.0646
Gecko,Structured,2,7,0.404177,0.393293,4.8216,1.6978,0.2509,0.3466
Gecko,Structured,2,8,0.411983,0.385842,4.6262,1.6136,0.2770,0.3600
Gecko,Structured,2,9,0.412101,0.385731,4.3937,1.5497,0.0186,0.0282
Gecko,Structured,2,10,0.446320,0.356158,4.2564,1.4403,0.1416,0.1590
Gecko,Structured,2,11,0.414510,0.383489,4.7749,1.6327,0.2422,0.3385
Gecko,Structured,2,12,0.445888,0.356502,4.3664,1.4506,0.1510,0.1597
Gecko,Structured,2,13,0.411921,0.385900,4.5732,1.5935,0.2755,0.4074
Gecko,Structured,2,14,0.414895,0.383134,3.1332,1.2449,0.2964,0.3818
Gecko,Structured,2,15,0.412830,0.385049,4.6572,1.7520,0.2765,0.4214
Gecko,Structured,2,16,0.330400,0.481114,3.4628,1.5684,0.1455,0.2022
Gecko,Structured,2,17,0.383894,0.414073,3.6332,1.4264,0.0082,0.0034
Gecko,Structured,2,18,0.411329,0.386455,4.6939,1.7718,0.2679,0.3029
Gecko,Structured,2,19,0.378629,0.419830,3.6848,1.5751,0.2082,0.2578
Gecko,Structured,2,20,0.447010,0.355607,4.3967,1.4599,0.1523,0.1649
Gecko,Structured,2,21,0.397808,0.399590,4.5639,1.6535,0.2297,0.3012
Gecko,Structured,2,22,0.382973,0.415069,2.9292,1.2050,0.2788,0.4407
Gecko,Structured,2,23,0.399186,0.398210,4.4054,1.5992,0.2701,0.3707
Gecko,Structured,2,24,0.412594,0.385270,5.1733,1.8150,0.2638,0.3862
Gecko,Structured,2,25,0.334590,0.475089,3.4111,1.5089,0.0633,0.0761
Gecko,Structured,2,26,0.367103,0.433012,3.6021,1.4946,0.2027,0.2011
Gecko,Structured,2,27,0.367416,0.432643,3.5164,1.4197,0.0049,0.0017
Gecko,Structured,2,28,0.365375,0.435060,2.9020,1.2038,0.1815,0.3243
Gecko,Structured,2,29,0.349787,0.454448,2.8120,1.2493,0.2325,0.3021
Gecko,Structured,2,30,0.383458,0.414543,3.0349,1.2876,0.1467,0.2060
Gecko,Structured,3,1,0.413276,0.384634,2.9450,0.9527,0.1160,0.1018
Gecko,Structured,3,2,0.382780,0.415278,3.4853,1.3015,0.0517,0.0667
Gecko,Structured,3,3,0.415132,0.382915,3.7050,1.2995,0.0024,0.0045
Gecko,Structured,3,4,0.345853,0.459617,3.0535,1.4196,0.3235,0.4468
Gecko,Structured,3,5,0.379523,0.418841,3.4544,1.4253,0.0032,0.0023
Gecko,Structured,3,6,0.330871,0.480429,2.9710,1.4299,0.0101,0.0127
Gecko,Structured,3,7,0.315583,0.503703,4.0328,1.9406,0.0057,0.0134
Gecko,Structured,3,8,0.445224,0.357034,4.4718,1.4826,0.2698,0.4060
Gecko,Structured,3,9,0.333846,0.476148,3.2976,1.5262,0.0589,0.0992
Gecko,Structured,3,10,0.352989,0.450327,3.9542,1.6183,0.0017,0.0027
Gecko,Structured,3,11,0.333526,0.476604,2.8308,1.2798,0.0964,0.1558
Gecko,Structured,3,12,0.332684,0.477812,4.0539,1.7654,0.0235,0.1179
Gecko,Structured,3,13,0.414845,0.383180,3.7944,1.3621,0.0030,0.0017
Gecko,Structured,3,14,0.416957,0.381238,3.5137,1.2591,0.0702,0.0890
Gecko,Structured,3,15,0.380723,0.417521,4.6538,1.7743,0.2462,0.3576
Gecko,Structured,3,16,0.413785,0.384161,4.7940,1.7520,0.2788,0.4210
Gecko,Structured,3,17,0.414558,0.383445,4.5714,1.6537,0.2445,0.3286
Gecko,Structured,3,18,0.380497,0.417769,4.7441,1.7530,0.2487,0.4112
Gecko,Structured,3,19,0.426575,0.372642,4.2317,1.4206,0.1480,0.1250
Gecko,Structured,3,20,0.446110,0.356325,4.1860,1.4041,0.1371,0.1553
Gecko,Structured,3,21,0.413512,0.384414,4.3805,1.6448,0.2682,0.3550
Gecko,Structured,3,22,0.414039,0.383925,5.2061,1.7994,0.2721,0.3992
Gecko,Structured,3,23,0.416711,0.381464,3.3146,1.3222,0.0022,0.0027
Gecko,Structured,3,24,0.374114,0.424897,3.6363,1.4986,0.0069,0.0221
Gecko,Structured,3,25,0.412588,0.385276,4.5731,1.6105,0.2661,0.3651
Gecko,Structured,3,26,0.414411,0.383581,4.8285,1.6082,0.2530,0.3700
Gecko,Structured,3,27,0.413195,0.384710,4.6383,1.5920,0.2661,0.3691
Gecko,Structured,3,28,0.381194,0.417006,4.4198,1.7530,0.2327,0.3172
Gecko,Structured,3,29,0.338326,0.469844,2.8458,1.3399,0.0773,0.1847
Gecko,Structured,3,30,0.413767,0.384178,4.5108,1.7708,0.2642,0.4134
