robot,variant,coupling,terrain,generation,median,q25,q75,mean,std,n
babya,phi,uncoupled,flat,220,9.1545,7.2465,10.7805,9.342566666666666,2.428254739851072,30
babya,phi,uncoupled,flat,230,9.246500000000001,7.39975,11.0365,9.507066666666667,2.444175369481824,30
babya,phi,uncoupled,flat,240,9.531500000000001,7.782,11.462250000000001,9.667666666666666,2.44566179370644,30
babya,phi,uncoupled,flat,250,9.785499999999999,8.127500000000001,11.803,9.965966666666667,2.6387327220014005,30
babya,phi,uncoupled,flat,260,9.785499999999999,8.24125,12.317,10.243433333333334,2.7554126129884966,30
babya,phi,uncoupled,flat,270,9.839500000000001,8.479000000000001,12.4185,10.426366666666667,2.88237986540736,30
babya,phi,uncoupled,flat,280,10.209499999999998,8.50075,12.866,10.664533333333333,3.093266365703963,30
babya,phi,uncoupled,flat,290,10.5695,8.615,13.17475,10.8436,3.1446629620402224,30
babya,phi,uncoupled,flat,300,10.919,8.714,13.24625,11.071566666666666,3.305148634388823,30
babya,phi,uncoupled,rugged,1,0.8925000000000001,0.755,1.065,0.9507333333333334,0.2566384728506746,30
babya,phi,uncoupled,rugged,10,2.0665,1.8034999999999999,2.3905000000000003,2.1077333333333335,0.497772828211572,30
babya,phi,uncoupled,rugged,20,2.974,2.3754999999999997,3.47075,2.9846999999999997,0.7854490984187941,30
babya,phi,uncoupled,rugged,30,3.2640000000000002,2.82925,3.681,3.359166666666667,0.837708083602715,30
babya,phi,uncoupled,rugged,40,3.5945,3.238,3.9989999999999997,3.7105333333333332,0.9472902818887773,30
babya,phi,uncoupled,rugged,50,3.729,3.2632499999999998,4.3347500000000005,3.882766666666667,0.9486577698874427,30
babya,phi,uncoupled,rugged,60,3.8339999999999996,3.2744999999999997,4.3629999999999995,4.0461,1.0941679045961255,30
babya,phi,uncoupled,rugged,70,4.1315,3.3505000000000003,4.77,4.274500000000001,1.1322745417658362,30
babya,phi,uncoupled,rugged,80,4.327500000000001,3.5700000000000003,5.33,4.632766666666667,1.4027657823848871,30
babya,phi,uncoupled,rugged,90,4.513,3.72375,5.5985000000000005,4.900166666666666,1.5315221430696468,30
babya,phi,uncoupled,rugged,100,4.947,3.981,6.275,5.361766666666667,1.5976921002265854,30
babya,phi,uncoupled,rugged,110,5.6225000000000005,4.3855,6.5245,5.691166666666667,1.6142343564276112,30
babya,phi,uncoupled,rugged,120,5.6915,4.813750000000001,6.76025,5.978366666666667,1.5894583654195849,30
babya,phi,uncoupled,rugged,130,5.993,5.05875,7.76425,6.499899999999999,2.0384926708147657,30
