robot,variant,coupling,terrain,seed,distance,em,drag_pct
queen,phi,uncoupled,flat,10,12.220085233697764,0.8696399133088196,61.52333333333333
queen,phi,uncoupled,rugged,1,2.4897898572133905,0.4542889243439429,73.00666666666666
queen,phi,uncoupled,rugged,2,4.648819674831048,0.4324557087808133,58.763333333333335
queen,phi,uncoupled,rugged,3,9.920934975946032,0.7774545660738366,60.78
queen,phi,uncoupled,rugged,4,7.925953596288105,0.7248882914736796,74.37666666666667
queen,phi,uncoupled,rugged,5,6.357935402645434,0.6912796832551812,57.03333333333333
queen,phi,uncoupled,rugged,6,9.029845719610805,0.7772965555016466,64.35
queen,phi,uncoupled,rugged,7,9.515078783355673,0.7462055885876244,73.63333333333334
queen,phi,uncoupled,rugged,8,10.327514319082644,0.8125710171452691,69.87
queen,phi,uncoupled,rugged,9,9.707452858039328,0.8774080080905547,63.05
queen,phi,uncoupled,rugged,10,4.260916371186705,0.3395529434355697,50.07666666666667
spider,base,blf,flat,1,15.922882026165349,0.9151585793534408,40.06
spider,base,blf,flat,2,16.846397131522483,0.9491493610131704,40.85333333333333
spider,base,blf,flat,3,15.842771425314035,0.798704974387667,36.82333333333333
spider,base,blf,flat,4,19.1263823564162,0.8065245214539396,6.713333333333333
spider,base,blf,flat,5,17.100913997630276,0.8341076261250132,5.23
spider,base,blf,flat,6,16.948139806767035,0.8640272195007463,12.623333333333331
spider,base,blf,flat,7,13.643756967382904,0.924654603837572,21.736666666666668
spider,base,blf,flat,8,17.620881249310393,0.93849235403951,36.016666666666666
spider,base,blf,flat,9,12.841347710460347,0.9145975547335216,33.31
spider,base,blf,flat,10,17.304839270456952,0.9280049033284798,37.77666666666666
spider,base,blf,rugged,1,13.226044584064445,0.8285712643381979,42.00666666666667
spider,base,blf,rugged,2,13.179870915174527,0.8155297107962011,43.48
spider,base,blf,rugged,3,14.186961445485748,0.8945092548549457,7.506666666666667
spider,base,blf,rugged,4,16.571240504118887,0.8118487624007603,1.11
spider,base,blf,rugged,5,15.114316723489054,0.7976316282478977,3.0033333333333334
spider,base,blf,rugged,6,14.475562023668113,0.8412732782317534,39.34666666666666
spider,base,blf,rugged,7,10.769767869373345,0.7898652457617236,6.63
spider,base,blf,rugged,8,11.012233816303198,0.8511407715363817,54.9
spider,base,blf,rugged,9,11.341244484554316,0.899744264201478,55.60333333333333
