robot,variant,coupling,train_terrain,eval_terrain,seed,distance,em,drag_pct,transfer
ege,phi,uncoupled,rugged,flat,2,2.4204468129371843,0.1684555871390422,28.19333333333333,True
ege,phi,uncoupled,rugged,flat,3,8.29107132795923,0.6447345902068845,26.46,True
ege,phi,uncoupled,rugged,flat,4,6.257029905702458,0.4871819371899956,44.99,True
ege,phi,uncoupled,rugged,flat,5,6.363566886096259,0.5146028355519668,18.296666666666667,True
ege,phi,uncoupled,rugged,flat,6,8.0127741025022,0.5378247095280326,19.96333333333333,True
ege,phi,uncoupled,rugged,flat,7,0.3704722847510788,0.0254941928798263,16.716666666666665,True
ege,phi,uncoupled,rugged,flat,8,5.865207634340683,0.5353924340536137,26.776666666666667,True
ege,phi,uncoupled,rugged,flat,9,8.744440154751267,0.6504543854309517,17.26,True
ege,phi,uncoupled,rugged,flat,10,3.977909649865252,0.3593292007641677,28.476666666666667,True
ege,phi,uncoupled,rugged,rugged,1,9.26642737385566,0.6872719556465718,25.57,False
ege,phi,uncoupled,rugged,rugged,2,8.442926632048211,0.5996105283629429,28.51333333333333,False
ege,phi,uncoupled,rugged,rugged,3,8.180562339353324,0.6577989774088323,23.96333333333333,False
ege,phi,uncoupled,rugged,rugged,4,7.337216839906656,0.5238979364043039,40.96666666666667,False
ege,phi,uncoupled,rugged,rugged,5,6.032707211240202,0.5135214793671743,20.45,False
ege,phi,uncoupled,rugged,rugged,6,9.16679180006285,0.6687713932321362,24.466666666666665,False
ege,phi,uncoupled,rugged,rugged,7,6.69246587582902,0.4992875654106363,21.25,False
ege,phi,uncoupled,rugged,rugged,8,5.868349718097037,0.5403779960205023,25.266666666666666,False
ege,phi,uncoupled,rugged,rugged,9,8.296825707693108,0.6517564668272744,20.616666666666667,False
ege,phi,uncoupled,rugged,rugged,10,4.813496448173199,0.4158192182845185,29.523333333333333,False
gecko,base,blf,flat,flat,1,21.97902299141448,0.975017586070439,15.25,False
gecko,base,blf,flat,flat,2,24.41805704100993,0.9623688082183052,5.276666666666666,False
gecko,base,blf,flat,flat,3,13.809732390740736,0.9120404661496142,11.42,False
gecko,base,blf,flat,flat,4,13.263055321815656,0.9553082472947736,5.68,False
gecko,base,blf,flat,flat,5,19.012753463105536,0.9795162074544168,11.47,False
gecko,base,blf,flat,flat,6,21.63883218930971,0.9506143741665553,14.176666666666666,False
gecko,base,blf,flat,flat,7,14.311101744247097,0.9633872063080592,6.14,False
gecko,base,blf,flat,flat,8,14.76840076013861,0.9643117329609598,0.3933333333333333,False
gecko,base,blf,flat,flat,9,20.942747811509875,0.9758507419484036,5.32,False
gecko,base,blf,flat,flat,10,19.41964663626452,0.9671387430800146,5.826666666666667,False
gecko,base,blf,flat,rugged,1,16.90490558207246,0.8982416845165704,19.64333333333333,True
gecko,base,blf,flat,rugged,2,2.438966073380628,0.1189111880583866,9.136666666666668,True
gecko,base,blf,flat,rugged,3,2.858813578841512,0.2078452470686421,12.916666666666666,True
gecko,base,blf,flat,rugged,4,7.604210117605499,0.6360640455315997,9.19,True
gecko,base,blf,flat,rugged,5,14.168868513172209,0.8461458666596139,16.006666666666668,True
gecko,base,blf,flat,rugged,6,6.540051432866429,0.3412849000916863,12.57,True
gecko,base,blf,flat,rugged,7,6.975544963015124,0.5314057986580288,9.156666666666666,True
gecko,base,blf,flat,rugged,8,12.37557699514088,0.9322375613386822,1.106666666666667,True
gecko,base,blf,flat,rugged,9,16.045595811240215,0.891823985475284,3.53,True
gecko,base,blf,flat,rugged,10,14.373637533677687,0.8612168368871138,7.95,True
gecko,base,blf,rugged,flat,1,12.930638572080428,0.8751701787927184,2.8233333333333333,True
gecko,base,blf,rugged,flat,2,14.91341046125106,0.9789449951336376,3.053333333333333,True
gecko,base,blf,rugged,flat,3,20.01259784907365,0.9451364934787916,7.043333333333333,True
gecko,base,blf,rugged,flat,4,19.575416955491164,0.9366849288302084,14.4,True
gecko,base,blf,rugged,flat,5,18.687530181558127,0.940260976347004,7.583333333333333,True
gecko,base,blf,rugged,flat,6,18.443881961892824,0.9549533152512324,10.72,True
gecko,base,blf,rugged,flat,7,18.91517107096242,0.9612005487109284,14.593333333333334,True
gecko,base,blf,rugged,flat,8,3.7925852620794194,0.2414197227329523,3.03,True
gecko,base,blf,rugged,flat,9,10.605943964694433,0.8412772143819588,20.07,True
gecko,base,blf,rugged,flat,10,11.365969443111927,0.9439487846822432,17.746666666666666,True
gecko,base,blf,rugged,rugged,1,13.973161637585797,0.9356268310215508,3.2666666666666666,False
gecko,base,blf,rugged,rugged,2,14.628451774623391,0.9451196066090426,2.07,False
gecko,base,blf,rugged,rugged,3,19.11101082592992,0.9304918023043732,7.526666666666666,False
gecko,base,blf,rugged,rugged,4,19.13835842113888,0.9420881792691972,13.393333333333333,False
gecko,base,blf,rugged,rugged,5,18.401909671263915,0.9370726792545984,8.353333333333333,False
gecko,base,blf,rugged,rugged,6,18.149572109268952,0.9443955375274096,13.123333333333331,False
gecko,base,blf,rugged,rugged,7,18.042128956970952,0.9486862409928144,13.71,False
gecko,base,blf,rugged,rugged,8,15.471802019090918,0.9253811293624268,3.5733333333333333,False
gecko,base,blf,rugged,rugged,9,10.524413043595862,0.868369160079406,20.576666666666668,False
gecko,base,blf,rugged,rugged,10,10.786102453987302,0.9183603601721648,16.786666666666665,False
gecko,phi,uncoupled,flat,flat,1,21.25068545119425,0.9690537372702404,2.303333333333333,False
gecko,phi,uncoupled,flat,flat,2,8.541794765109413,0.7655786276582138,8.013333333333334,False
gecko,phi,uncoupled,flat,flat,3,6.598377553034844,0.6100459375060838,50.04666666666667,False
gecko,phi,uncoupled,flat,flat,4,4.938960635145725,0.5687946641297006,2.2666666666666666,False
gecko,phi,uncoupled,flat,flat,5,12.06850722545023,0.955790025405188,6.683333333333334,False
gecko,phi,uncoupled,flat,flat,6,8.593992906509328,0.7953404273800377,0.7766666666666666,False
gecko,phi,uncoupled,flat,flat,7,13.16516644343494,0.9545224796951076,7.223333333333334,False
gecko,phi,uncoupled,flat,flat,8,12.876271551409165,0.964188320209984,0.7633333333333333,False
gecko,phi,uncoupled,flat,flat,9,6.442345632402246,0.5994014083170217,49.083333333333336,False
gecko,phi,uncoupled,flat,flat,10,12.195066886986988,0.9406590718481946,1.23,False
