robot,variant,coupling,generation,median,q25,q75,mean,std,n
babya,base,blf,1,1.5199,1.3436,2.0611,1.7266,0.6026,35
babya,base,blf,2,2.0694,1.7705,2.4947,2.2539,0.7657,35
babya,base,blf,3,2.4765,2.1586,3.3954,2.7840,0.8487,35
babya,base,blf,4,2.6625,2.3898,3.5570,2.9886,0.8213,35
babya,base,blf,5,2.9855,2.5484,3.5781,3.1337,0.7491,35
babya,base,blf,6,3.2421,2.7000,3.6584,3.2560,0.7003,35
babya,base,blf,7,3.2834,2.8542,3.7191,3.3574,0.6534,35
babya,base,blf,8,3.5761,2.9549,4.0675,3.5715,0.7291,35
babya,base,blf,9,3.7467,3.1333,4.1473,3.7620,0.8314,35
babya,base,blf,10,3.9454,3.3307,4.2216,3.9023,0.8589,35
babya,base,blf,11,3.9859,3.4252,4.6186,3.9647,0.8844,35
babya,base,blf,12,4.0043,3.4252,4.7070,4.0573,0.9292,35
babya,base,blf,13,4.1937,3.5881,4.8651,4.2296,0.9575,35
babya,base,blf,14,4.2048,3.8236,4.8651,4.3086,0.9105,35
babya,base,blf,15,4.3043,3.9951,5.0641,4.4571,0.9317,35
babya,base,blf,16,4.3043,3.9951,5.0641,4.5142,0.9745,35
babya,base,blf,17,4.3043,3.9951,5.1384,4.6157,1.1268,35
babya,base,blf,18,4.4496,4.0568,5.3612,4.7076,1.1568,35
babya,base,blf,19,4.6238,4.0585,5.5903,4.7594,1.1701,35
babya,base,blf,20,4.6238,4.0585,5.5903,4.7645,1.1633,35
babya,base,blf,21,4.6238,4.1201,5.5903,4.8162,1.1135,35
babya,base,blf,22,4.6238,4.1201,5.5903,4.8473,1.0804,35
babya,base,blf,23,4.7199,4.1659,5.6341,4.9646,1.1272,35
babya,base,blf,24,4.8324,4.1834,5.7866,5.0218,1.1459,35
babya,base,blf,25,4.8831,4.1834,5.7866,5.0462,1.1323,35
babya,base,blf,26,4.8831,4.2055,5.7866,5.0907,1.1373,35
babya,base,blf,27,4.8850,4.2055,6.0101,5.1891,1.1312,35
babya,base,blf,28,5.2204,4.2671,6.0101,5.3164,1.0752,35
babya,base,blf,29,5.2204,4.2671,6.0101,5.3164,1.0752,35
babya,base,blf,30,5.3726,4.3688,6.0101,5.3674,1.0775,35
babya,base,blf,31,5.4233,4.3846,6.1715,5.4235,1.0736,35
babya,base,blf,32,5.5599,4.4390,6.1715,5.4323,1.0688,35
babya,base,blf,33,5.6786,4.5203,6.1715,5.4716,1.0600,35
babya,base,blf,34,5.6786,4.5203,6.1818,5.4945,1.0858,35
babya,base,blf,35,5.6813,4.6074,6.2797,5.5842,1.1531,35
babya,base,blf,36,5.7225,4.7952,6.2797,5.6343,1.1157,35
babya,base,blf,37,5.7265,4.8578,6.2797,5.6970,1.1439,35
babya,base,blf,38,5.7265,4.8840,6.2856,5.7536,1.1421,35
babya,base,blf,39,5.7265,4.9768,6.2856,5.7687,1.1296,35
babya,base,blf,40,5.7644,5.0569,6.3879,5.9258,1.1583,35
babya,base,blf,41,6.0272,5.1789,6.5235,6.0070,1.1720,35
babya,base,blf,42,6.0272,5.1789,6.5235,6.0160,1.1869,35
babya,base,blf,43,6.0914,5.3962,6.6269,6.0770,1.1777,35
babya,base,blf,44,6.0939,5.5185,6.6269,6.1604,1.1311,35
babya,base,blf,45,6.2560,5.5185,6.9137,6.2635,1.1930,35
babya,base,blf,46,6.2721,5.5185,6.9913,6.3154,1.1703,35
babya,base,blf,47,6.2721,5.5185,7.1488,6.3496,1.1974,35
babya,base,blf,48,6.2721,5.6344,7.1488,6.4118,1.2055,35
babya,base,blf,49,6.2721,5.7545,7.1983,6.4720,1.1919,35
babya,base,blf,50,6.2991,5.8266,7.1983,6.5147,1.2245,35
babya,base,blf,51,6.4282,5.8501,7.2439,6.5358,1.2341,35
babya,base,blf,52,6.4900,5.8501,7.2439,6.5626,1.2327,35
babya,base,blf,53,6.4900,5.8501,7.4000,6.6003,1.2552,35
babya,base,blf,54,6.5955,5.8958,7.5627,6.7308,1.2587,35
babya,base,blf,55,6.5955,5.8958,7.5966,6.7359,1.2617,35
babya,base,blf,56,6.5955,5.8958,7.5966,6.7512,1.2758,35
babya,base,blf,57,6.5955,5.9135,7.9034,6.8078,1.2920,35
babya,base,blf,58,6.5955,6.0535,7.9034,6.8527,1.3119,35
babya,base,blf,59,6.6135,6.0535,7.9343,6.8760,1.3151,35
babya,base,blf,60,6.9267,6.0535,7.9343,6.8956,1.3129,35
babya,base,blf,61,7.0129,6.1073,7.9343,6.9508,1.2977,35
babya,base,blf,62,7.0129,6.1073,7.9990,6.9983,1.3034,35
babya,base,blf,63,7.0258,6.1073,7.9990,7.0066,1.3044,35
babya,base,blf,64,7.1336,6.2217,8.1862,7.0628,1.3214,35
babya,base,blf,65,7.1336,6.2217,8.1862,7.1094,1.3367,35
babya,base,blf,66,7.1336,6.2618,8.1862,7.1717,1.3863,35
babya,base,blf,67,7.1336,6.2618,8.1862,7.1850,1.3830,35
babya,base,blf,68,7.1840,6.2618,8.1862,7.2568,1.4653,35
babya,base,blf,69,7.2907,6.2685,8.2167,7.3138,1.4616,35
babya,base,blf,70,7.2907,6.2685,8.2167,7.3190,1.4671,35
babya,base,blf,71,7.2907,6.2834,8.4404,7.3697,1.4924,35
babya,base,blf,72,7.2907,6.2834,8.4404,7.3997,1.5002,35
babya,base,blf,73,7.2907,6.3552,8.4473,7.4402,1.4782,35
babya,base,blf,74,7.2907,6.3552,8.5113,7.4693,1.4903,35
babya,base,blf,75,7.6586,6.3959,8.7542,7.5265,1.5115,35
babya,base,blf,76,7.7168,6.6601,8.7542,7.5809,1.4987,35
babya,base,blf,77,7.7168,6.6847,8.7542,7.6514,1.4725,35
babya,base,blf,78,7.7813,6.6847,8.7920,7.7274,1.5095,35
babya,base,blf,79,7.7813,6.7630,8.7920,7.7348,1.5053,35
babya,base,blf,80,7.7813,6.9096,8.8974,7.8034,1.4800,35
babya,base,blf,81,7.7813,6.9096,8.9503,7.8477,1.5086,35
babya,base,blf,82,7.7813,6.9096,8.9503,7.8491,1.5075,35
babya,base,blf,83,7.9170,6.9578,9.0061,7.9067,1.5000,35
babya,base,blf,84,8.0698,7.1087,9.0261,7.9710,1.4612,35
babya,base,blf,85,8.0698,7.1727,9.0877,7.9991,1.4442,35
babya,base,blf,86,8.0850,7.1727,9.1284,8.0371,1.4582,35
babya,base,blf,87,8.2809,7.3537,9.1284,8.1110,1.4787,35
babya,base,blf,88,8.2914,7.3537,9.1284,8.1408,1.4903,35
babya,base,blf,89,8.2932,7.3952,9.2053,8.1622,1.4978,35
babya,base,blf,90,8.2981,7.3952,9.3070,8.2158,1.4621,35
babya,base,blf,91,8.4176,7.3952,9.3492,8.3011,1.4828,35
babya,base,blf,92,8.4176,7.3952,9.3910,8.3249,1.4725,35
babya,base,blf,93,8.4176,7.5089,9.3910,8.3779,1.4322,35
babya,base,blf,94,8.4176,7.8640,9.4759,8.4477,1.4177,35
babya,base,blf,95,8.4176,7.8640,9.5114,8.4852,1.4228,35
babya,base,blf,96,8.4176,7.8640,9.6909,8.5290,1.4623,35
babya,base,blf,97,8.5063,7.8640,9.6909,8.5547,1.4557,35
babya,base,blf,98,8.5063,7.8640,9.7190,8.5837,1.4289,35
babya,base,blf,99,8.5451,7.8640,9.7190,8.6106,1.4298,35
babya,base,blf,100,8.5451,7.8640,9.7190,8.6386,1.4442,35
babya,base,blf,101,8.5451,7.8640,9.7190,8.6570,1.4287,35
babya,base,blf,102,8.5718,7.9206,9.7266,8.7120,1.4260,35
babya,base,blf,103,8.7404,7.9206,9.8506,8.8006,1.4097,35
babya,base,blf,104,8.7460,7.9666,9.8506,8.8257,1.3949,35
babya,base,blf,105,8.8755,7.9666,9.9030,8.8693,1.4355,35
babya,base,blf,106,8.9194,8.0252,9.9030,8.9184,1.4372,35
babya,base,blf,107,8.9194,8.1351,9.9030,8.9923,1.4209,35
babya,base,blf,108,8.9194,8.1800,9.9030,9.0216,1.4166,35
babya,base,blf,109,8.9194,8.2622,9.9030,9.0512,1.3776,35
babya,base,blf,110,8.9655,8.3276,9.9030,9.0930,1.3651,35
babya,base,blf,111,9.1954,8.3276,9.9030,9.1145,1.3721,35
babya,base,blf,112,9.3013,8.3276,9.9030,9.1636,1.4245,35
babya,base,blf,113,9.3013,8.3276,9.9030,9.1703,1.4229,35
babya,base,blf,114,9.3840,8.3276,9.9030,9.1937,1.4053,35
babya,base,blf,115,9.3840,8.5065,9.9030,9.2099,1.4007,35
babya,base,blf,116,9.3840,8.5065,9.9030,9.2324,1.3906,35
babya,base,blf,117,9.3840,8.5333,9.9030,9.2420,1.3874,35
babya,base,blf,118,9.3840,8.5840,9.9580,9.2727,1.3766,35
babya,base,blf,119,9.3840,8.5840,9.9746,9.2952,1.3832,35
babya,base,blf,120,9.3840,8.6511,9.9746,9.3415,1.3533,35
babya,base,blf,121,9.5858,8.6511,9.9746,9.3597,1.3547,35
babya,base,blf,122,9.5858,8.6511,10.0520,9.3720,1.3503,35
babya,base,blf,123,9.6648,8.6582,10.1129,9.4387,1.3513,35
babya,base,blf,124,9.6648,8.7436,10.1256,9.4670,1.3404,35
babya,base,blf,125,9.6648,8.7436,10.1256,9.4897,1.3485,35
babya,base,blf,126,9.6648,8.8094,10.2562,9.5283,1.3602,35
babya,base,blf,127,9.6648,8.8094,10.2562,9.5508,1.3379,35
babya,base,blf,128,9.8745,8.8094,10.2562,9.5960,1.4136,35
babya,base,blf,129,9.8745,8.8094,10.2562,9.6213,1.3827,35
babya,base,blf,130,9.8745,8.9216,10.2562,9.6462,1.3760,35
babya,base,blf,131,9.8745,8.9254,10.3911,9.6976,1.3693,35
babya,base,blf,132,9.9183,8.9254,10.3911,9.7282,1.3726,35
babya,base,blf,133,9.9188,8.9254,10.3951,9.7759,1.3475,35
babya,base,blf,134,9.9545,9.0995,10.3968,9.7961,1.3374,35
babya,base,blf,135,10.0730,9.2009,10.4191,9.8224,1.3563,35
babya,base,blf,136,10.0730,9.2035,10.4799,9.8657,1.3769,35
babya,base,blf,137,10.0730,9.2035,10.5012,9.8815,1.3707,35
babya,base,blf,138,10.0789,9.2035,10.5446,9.9050,1.3694,35
babya,base,blf,139,10.0789,9.2531,10.5449,9.9129,1.3668,35
babya,base,blf,140,10.0789,9.2531,10.5449,9.9259,1.3738,35
babya,base,blf,141,10.0789,9.2531,10.5449,9.9509,1.3797,35
babya,base,blf,142,10.0882,9.4256,10.5449,10.0197,1.3828,35
babya,base,blf,143,10.0882,9.4568,10.6018,10.0451,1.3805,35
babya,base,blf,144,10.1282,9.4568,10.6210,10.0564,1.3831,35
babya,base,blf,145,10.1288,9.4568,10.6210,10.0640,1.3802,35
babya,base,blf,146,10.1672,9.4568,10.6210,10.0786,1.3730,35
babya,base,blf,147,10.1672,9.4568,10.6210,10.1053,1.3860,35
babya,base,blf,148,10.1672,9.4568,10.6400,10.1402,1.4150,35
babya,base,blf,149,10.2806,9.4568,10.6400,10.1612,1.4093,35
babya,base,blf,150,10.2806,9.4568,10.6679,10.1804,1.4100,35
babya,base,blf,151,10.2806,9.4568,10.6861,10.2077,1.4371,35
babya,base,blf,152,10.2831,9.4568,10.7084,10.2266,1.4508,35
babya,base,blf,153,10.2831,9.4568,10.7096,10.2407,1.4712,35
babya,base,blf,154,10.3109,9.5747,10.8112,10.2687,1.4623,35
babya,base,blf,155,10.3109,9.5747,10.8138,10.3086,1.4696,35
babya,base,blf,156,10.3299,9.5747,10.8138,10.3333,1.4932,35
babya,base,blf,157,10.3451,9.5747,10.8493,10.3442,1.4869,35
babya,base,blf,158,10.3451,9.6888,10.8536,10.3676,1.4792,35
babya,base,blf,159,10.3451,9.6888,10.8675,10.3828,1.4806,35
babya,base,blf,160,10.3451,9.7897,10.8732,10.3907,1.4784,35
babya,base,blf,161,10.4537,9.8011,10.8732,10.4062,1.4633,35
babya,base,blf,162,10.4537,9.8011,10.8732,10.4180,1.4580,35
babya,base,blf,163,10.5279,9.8011,10.9259,10.4455,1.4862,35
babya,base,blf,164,10.5279,9.8011,10.9259,10.4588,1.4919,35
babya,base,blf,165,10.5279,9.8011,10.9780,10.5031,1.5286,35
babya,base,blf,166,10.5454,9.8011,10.9830,10.5126,1.5256,35
babya,base,blf,167,10.5454,9.8011,11.0407,10.5440,1.5540,35
babya,base,blf,168,10.5465,9.8011,11.0407,10.5692,1.5527,35
babya,base,blf,169,10.5465,9.8011,11.0988,10.5807,1.5477,35
babya,base,blf,170,10.5465,9.9561,11.1078,10.6080,1.5373,35
babya,base,blf,171,10.5465,9.9561,11.1584,10.6214,1.5483,35
babya,base,blf,172,10.5684,9.9886,11.1722,10.6348,1.5405,35
babya,base,blf,173,10.5684,9.9886,11.2076,10.6528,1.5392,35
babya,base,blf,174,10.5819,10.0144,11.2125,10.6628,1.5355,35
babya,base,blf,175,10.5819,10.0150,11.2295,10.6795,1.5253,35
babya,base,blf,176,10.5908,10.0358,11.2295,10.7003,1.5300,35
babya,base,blf,177,10.6053,10.0407,11.2295,10.7148,1.5246,35
babya,base,blf,178,10.6053,10.0407,11.2295,10.7223,1.5270,35
babya,base,blf,179,10.6165,10.0676,11.2340,10.7579,1.5316,35
babya,base,blf,180,10.6165,10.0969,11.2804,10.7731,1.5307,35
babya,base,blf,181,10.6389,10.1873,11.2804,10.7913,1.5159,35
babya,base,blf,182,10.6389,10.1873,11.3056,10.8097,1.5312,35
babya,base,blf,183,10.6497,10.1873,11.3056,10.8167,1.5333,35
babya,base,blf,184,10.6645,10.1873,11.3157,10.8393,1.5421,35
babya,base,blf,185,10.6703,10.1873,11.3824,10.8775,1.5913,35
babya,base,blf,186,10.6703,10.2642,11.4040,10.9014,1.5892,35
babya,base,blf,187,10.6703,10.3271,11.4468,10.9229,1.5892,35
babya,base,blf,188,10.6703,10.3271,11.4468,10.9317,1.5898,35
babya,base,blf,189,10.7088,10.3271,11.4690,10.9460,1.5875,35
babya,base,blf,190,10.7093,10.3404,11.4690,10.9643,1.5866,35
babya,base,blf,191,10.7093,10.3934,11.4690,10.9900,1.6049,35
babya,base,blf,192,10.7655,10.4126,11.4690,11.0185,1.5948,35
babya,base,blf,193,10.8225,10.4126,11.4690,11.0355,1.5877,35
babya,base,blf,194,10.8239,10.4362,11.4829,11.0556,1.6262,35
babya,base,blf,195,10.8314,10.4362,11.4829,11.0700,1.6245,35
babya,base,blf,196,10.9885,10.4362,11.5170,11.1002,1.6319,35
babya,base,blf,197,10.9885,10.4400,11.5170,11.1312,1.6319,35
babya,base,blf,198,10.9885,10.4490,11.5561,11.1479,1.6439,35
babya,base,blf,199,10.9885,10.4490,11.5590,11.1506,1.6425,35
babya,base,blf,200,10.9885,10.4490,11.5590,11.1539,1.6422,35
babya,base,blf,201,11.0151,10.5520,11.5590,11.1906,1.6459,35
babya,base,blf,202,11.0151,10.5577,11.5590,11.2079,1.6860,35
babya,base,blf,203,11.0151,10.5577,11.5590,11.2258,1.7107,35
babya,base,blf,204,11.0151,10.5577,11.6142,11.2354,1.7182,35
babya,base,blf,205,11.0151,10.5577,11.6611,11.2476,1.7276,35
babya,base,blf,206,11.0819,10.5577,11.6611,11.2559,1.7304,35
babya,base,blf,207,11.0819,10.5577,11.6611,11.2591,1.7349,35
babya,base,blf,208,11.0819,10.5695,11.6611,11.2672,1.7393,35
babya,base,blf,209,11.0819,10.5695,11.6635,11.2792,1.7418,35
babya,base,blf,210,11.0819,10.5695,11.6676,11.3018,1.7686,35
babya,base,blf,211,11.1221,10.6055,11.6676,11.3237,1.7719,35
babya,base,blf,212,11.1221,10.6055,11.7274,11.3483,1.7796,35
babya,base,blf,213,11.1286,10.6251,11.7274,11.3594,1.7756,35
babya,base,blf,214,11.1286,10.6439,11.7403,11.3663,1.7715,35
babya,base,blf,215,11.1373,10.6439,11.7403,11.3724,1.7698,35
babya,base,blf,216,11.1470,10.6495,11.7403,11.3770,1.7693,35
babya,base,blf,217,11.1470,10.6521,11.7476,11.3804,1.7691,35
babya,base,blf,218,11.1885,10.6521,11.7476,11.4034,1.7878,35
babya,base,blf,219,11.1885,10.6521,11.7674,11.4181,1.8021,35
babya,base,blf,220,11.1885,10.6521,11.7674,11.4333,1.8353,35
babya,base,blf,221,11.1885,10.6626,11.7674,11.4498,1.8500,35
babya,base,blf,222,11.1885,10.6626,11.7674,11.4544,1.8487,35
babya,base,blf,223,11.1885,10.6640,11.7751,11.4651,1.8506,35
babya,base,blf,224,11.2326,10.6640,11.7780,11.4788,1.8498,35
babya,base,blf,225,11.2326,10.6819,11.7780,11.4973,1.8582,35
babya,base,blf,226,11.2326,10.7318,11.7789,11.5071,1.8555,35
babya,base,blf,227,11.2326,10.7401,11.7789,11.5128,1.8571,35
babya,base,blf,228,11.2326,10.7401,11.7863,11.5226,1.8668,35
babya,base,blf,229,11.2921,10.7401,11.8096,11.5288,1.8660,35
babya,base,blf,230,11.2921,10.7404,11.8096,11.5398,1.8782,35
babya,base,blf,231,11.2921,10.7406,11.8096,11.5440,1.8778,35
babya,base,blf,232,11.2921,10.7475,11.8135,11.5461,1.8797,35
babya,base,blf,233,11.2921,10.7524,11.8135,11.5571,1.8778,35
babya,base,blf,234,11.2921,10.7527,11.8166,11.5648,1.8774,35
babya,base,blf,235,11.3148,10.7527,11.8304,11.5688,1.8769,35
babya,base,blf,236,11.3148,10.7544,11.8304,11.5968,1.9031,35
babya,base,blf,237,11.3195,10.7544,11.8304,11.5983,1.9016,35
babya,base,blf,238,11.3411,10.7564,11.8304,11.6024,1.8995,35
babya,base,blf,239,11.3411,10.7647,11.8779,11.6095,1.8989,35
babya,base,blf,240,11.3506,10.7755,11.8779,11.6170,1.8984,35
babya,base,blf,241,11.3506,10.7755,11.8779,11.6222,1.8977,35
babya,base,blf,242,11.3520,10.8638,11.8779,11.6317,1.9037,35
babya,base,blf,243,11.3520,10.8638,11.8779,11.6384,1.9095,35
babya,base,blf,244,11.3520,10.8638,11.8779,11.6446,1.9155,35
babya,base,blf,245,11.3520,10.8827,11.8779,11.6543,1.9173,35
babya,base,blf,246,11.3929,10.8907,11.8779,11.6606,1.9171,35
babya,base,blf,247,11.3929,10.8907,11.8779,11.6651,1.9170,35
babya,base,blf,248,11.3929,10.8960,11.8779,11.6756,1.9216,35
babya,base,blf,249,11.3929,10.8992,11.9058,11.6874,1.9308,35
babya,base,blf,250,11.3929,10.9021,11.9284,11.6911,1.9354,35
babya,base,blf,251,11.3929,10.9031,11.9368,11.6964,1.9420,35
babya,base,blf,252,11.3929,10.9031,11.9853,11.7081,1.9429,35
babya,base,blf,253,11.3929,10.9136,11.9853,11.7193,1.9527,35
babya,base,blf,254,11.3929,10.9190,11.9853,11.7229,1.9516,35
babya,base,blf,255,11.3929,10.9190,11.9853,11.7251,1.9511,35
babya,base,blf,256,11.3929,10.9192,12.0733,11.7355,1.9602,35
babya,base,blf,257,11.3929,10.9192,12.0733,11.7385,1.9578,35
babya,base,blf,258,11.3929,10.9192,12.0733,11.7410,1.9558,35
babya,base,blf,259,11.4047,10.9344,12.0733,11.7459,1.9597,35
babya,base,blf,260,11.4047,10.9483,12.0733,11.7495,1.9600,35
babya,base,blf,261,11.4047,10.9483,12.0733,11.7526,1.9633,35
babya,base,blf,262,11.4653,10.9483,12.0733,11.7639,1.9670,35
babya,base,blf,263,11.4653,10.9483,12.0733,11.7666,1.9661,35
babya,base,blf,264,11.4653,10.9483,12.0736,11.7715,1.9702,35
babya,base,blf,265,11.4653,10.9483,12.1012,11.7791,1.9673,35
babya,base,blf,266,11.4653,10.9483,12.1129,11.7878,1.9726,35
babya,base,blf,267,11.4653,10.9483,12.1129,11.7907,1.9729,35
babya,base,blf,268,11.4653,10.9483,12.1252,11.8022,1.9848,35
babya,base,blf,269,11.4653,10.9494,12.1252,11.8084,1.9818,35
babya,base,blf,270,11.4653,10.9494,12.1259,11.8122,1.9818,35
babya,base,blf,271,11.4861,10.9531,12.1259,11.8146,1.9808,35
babya,base,blf,272,11.4861,10.9571,12.1273,11.8217,1.9850,35
babya,base,blf,273,11.4861,10.9571,12.1273,11.8285,1.9907,35
babya,base,blf,274,11.4921,10.9571,12.1273,11.8377,1.9994,35
babya,base,blf,275,11.4921,10.9615,12.1273,11.8393,1.9976,35
babya,base,blf,276,11.4921,10.9615,12.1273,11.8576,2.0049,35
babya,base,blf,277,11.5232,10.9615,12.1473,11.8622,2.0052,35
babya,base,blf,278,11.5232,10.9649,12.1476,11.8696,2.0099,35
babya,base,blf,279,11.5232,10.9649,12.1507,11.8728,2.0138,35
babya,base,blf,280,11.5232,10.9698,12.1507,11.8741,2.0137,35
babya,base,blf,281,11.5232,10.9698,12.1547,11.8765,2.0132,35
babya,base,blf,282,11.5346,10.9908,12.1547,11.8829,2.0146,35
babya,base,blf,283,11.5346,10.9937,12.1554,11.8918,2.0163,35
babya,base,blf,284,11.5346,10.9937,12.1554,11.8939,2.0158,35
babya,base,blf,285,11.5746,10.9973,12.1675,11.8982,2.0175,35
babya,base,blf,286,11.5746,10.9973,12.1680,11.9009,2.0178,35
babya,base,blf,287,11.5746,10.9973,12.1680,11.9041,2.0205,35
babya,base,blf,288,11.5746,11.0136,12.1698,11.9078,2.0203,35
babya,base,blf,289,11.5746,11.0470,12.1698,11.9166,2.0291,35
babya,base,blf,290,11.5746,11.0470,12.1698,11.9191,2.0272,35
babya,base,blf,291,11.5746,11.0470,12.1698,11.9269,2.0312,35
babya,base,blf,292,11.5746,11.0470,12.1698,11.9284,2.0319,35
babya,base,blf,293,11.5746,11.0944,12.1704,11.9355,2.0278,35
babya,base,blf,294,11.5746,11.1026,12.1704,11.9374,2.0289,35
babya,base,blf,295,11.6169,11.1026,12.1704,11.9387,2.0287,35
babya,base,blf,296,11.6202,11.1026,12.1704,11.9422,2.0283,35
babya,base,blf,297,11.6202,11.1026,12.1740,11.9465,2.0313,35
babya,base,blf,298,11.6303,11.1026,12.1796,11.9506,2.0370,35
babya,base,blf,299,11.6303,11.1062,12.1829,11.9557,2.0417,35
babya,base,blf,300,11.6389,11.1336,12.1829,11.9612,2.0420,35
babya,phi,uncoupled,1,1.9363,1.5159,2.2772,1.9253,0.6165,35
babya,phi,uncoupled,2,2.2047,1.8979,2.6155,2.2654,0.6621,35
babya,phi,uncoupled,3,2.6862,2.2420,3.0430,2.6683,0.6539,35
babya,phi,uncoupled,4,2.8821,2.5872,3.2832,2.9947,0.6656,35
babya,phi,uncoupled,5,3.1194,2.8101,3.7870,3.2446,0.7306,35
babya,phi,uncoupled,6,3.2220,2.8771,3.8975,3.3992,0.7088,35
babya,phi,uncoupled,7,3.3274,2.9598,3.8975,3.4756,0.7365,35
babya,phi,uncoupled,8,3.4821,3.0439,4.0361,3.5652,0.7726,35
babya,phi,uncoupled,9,3.5319,3.1942,4.0361,3.6774,0.7618,35
babya,phi,uncoupled,10,3.7026,3.3113,4.2995,3.7830,0.7423,35
babya,phi,uncoupled,11,3.8098,3.3275,4.4963,4.0246,0.9153,35
babya,phi,uncoupled,12,4.0803,3.4150,4.6177,4.1748,0.8901,35
babya,phi,uncoupled,13,4.0803,3.6560,4.7413,4.2715,0.9030,35
babya,phi,uncoupled,14,4.1381,3.6560,4.7538,4.2910,0.9013,35
babya,phi,uncoupled,15,4.1381,3.6560,4.7538,4.2910,0.9013,35
babya,phi,uncoupled,16,4.1381,3.7607,5.0033,4.3982,0.8742,35
babya,phi,uncoupled,17,4.3602,3.8575,5.1147,4.5140,0.9206,35
babya,phi,uncoupled,18,4.4391,3.8575,5.2036,4.6146,1.0413,35
babya,phi,uncoupled,19,4.5118,4.0185,5.2587,4.6926,1.0158,35
babya,phi,uncoupled,20,4.5118,4.0551,5.3068,4.7350,1.0230,35
babya,phi,uncoupled,21,4.6261,4.0654,5.3068,4.7574,1.0147,35
babya,phi,uncoupled,22,4.8228,4.0747,5.6716,4.8678,1.0316,35
babya,phi,uncoupled,23,4.9436,4.1480,5.7955,4.9588,1.0610,35
babya,phi,uncoupled,24,5.0746,4.2469,5.8291,5.0901,1.1173,35
babya,phi,uncoupled,25,5.0746,4.3486,5.9969,5.1361,1.1276,35
babya,phi,uncoupled,26,5.0898,4.3894,5.9969,5.1758,1.1040,35
babya,phi,uncoupled,27,5.0898,4.3894,5.9969,5.1758,1.1040,35
babya,phi,uncoupled,28,5.1089,4.3894,6.0707,5.2070,1.1131,35
babya,phi,uncoupled,29,5.1089,4.3894,6.1404,5.2551,1.1129,35
babya,phi,uncoupled,30,5.2319,4.3894,6.1694,5.3049,1.1321,35
babya,phi,uncoupled,31,5.2319,4.3894,6.1694,5.3302,1.1339,35
babya,phi,uncoupled,32,5.2319,4.4222,6.1694,5.3717,1.1317,35
babya,phi,uncoupled,33,5.6259,4.4980,6.2988,5.4922,1.0523,35
babya,phi,uncoupled,34,5.6641,4.5686,6.2988,5.5770,1.0596,35
babya,phi,uncoupled,35,5.6641,5.0865,6.2988,5.6344,1.0187,35
babya,phi,uncoupled,36,5.6641,5.0993,6.2988,5.6984,1.0191,35
babya,phi,uncoupled,37,5.9372,5.0993,6.4604,5.7714,1.0446,35
babya,phi,uncoupled,38,5.9494,5.0993,6.5702,5.8140,1.0677,35
babya,phi,uncoupled,39,5.9968,5.0993,6.5702,5.8251,1.0679,35
babya,phi,uncoupled,40,5.9968,5.0993,6.6400,5.8509,1.0731,35
babya,phi,uncoupled,41,5.9968,5.0993,6.6400,5.8522,1.0743,35
babya,phi,uncoupled,42,5.9968,5.0993,6.7506,5.9013,1.1122,35
babya,phi,uncoupled,43,5.9970,5.1619,6.7652,5.9873,1.1311,35
babya,phi,uncoupled,44,5.9970,5.1619,6.7652,6.0097,1.0915,35
babya,phi,uncoupled,45,6.0284,5.1619,7.0060,6.0701,1.1043,35
babya,phi,uncoupled,46,6.1669,5.3645,7.1727,6.1513,1.1225,35
babya,phi,uncoupled,47,6.1720,5.4431,7.1727,6.1962,1.1223,35
babya,phi,uncoupled,48,6.1720,5.4431,7.2348,6.2182,1.1341,35
babya,phi,uncoupled,49,6.4257,5.4431,7.2348,6.2314,1.1367,35
babya,phi,uncoupled,50,6.4257,5.4431,7.2348,6.2489,1.1204,35
babya,phi,uncoupled,51,6.5177,5.5243,7.2799,6.3342,1.1283,35
babya,phi,uncoupled,52,6.7391,5.5315,7.2799,6.3957,1.1184,35
babya,phi,uncoupled,53,6.7391,5.5315,7.2799,6.4061,1.1179,35
babya,phi,uncoupled,54,6.8035,5.6950,7.2849,6.4924,1.1290,35
babya,phi,uncoupled,55,6.8035,5.6950,7.3237,6.5455,1.1883,35
babya,phi,uncoupled,56,6.8491,5.6950,7.5584,6.6266,1.2556,35
babya,phi,uncoupled,57,6.9368,5.6950,7.6261,6.6933,1.2681,35
babya,phi,uncoupled,58,7.0022,5.7245,7.6760,6.7864,1.3043,35
babya,phi,uncoupled,59,7.0022,5.7245,7.7888,6.8321,1.3171,35
babya,phi,uncoupled,60,7.0022,5.7245,7.7888,6.8748,1.2572,35
babya,phi,uncoupled,61,7.0094,5.7330,7.7888,6.8992,1.2456,35
babya,phi,uncoupled,62,7.2734,5.7330,7.7984,6.9607,1.2667,35
babya,phi,uncoupled,63,7.3388,5.7330,7.8429,7.0039,1.2820,35
babya,phi,uncoupled,64,7.5640,5.7330,7.9770,7.0629,1.3259,35
babya,phi,uncoupled,65,7.6043,5.8723,8.0954,7.1909,1.3848,35
babya,phi,uncoupled,66,7.6467,5.8723,8.1717,7.2899,1.4101,35
babya,phi,uncoupled,67,7.6479,5.9497,8.1860,7.3359,1.4312,35
babya,phi,uncoupled,68,7.8736,6.1220,8.3543,7.4235,1.4060,35
babya,phi,uncoupled,69,7.8736,6.3972,8.4176,7.4893,1.4159,35
babya,phi,uncoupled,70,7.9504,6.3972,8.4177,7.5722,1.4654,35
