robot,variant,coupling,generation,median,q25,q75,mean,std,n
queen,phi,uncoupled,143,8.5845,6.1437,9.4243,7.9722,2.0781,35
queen,phi,uncoupled,144,8.6035,6.1437,9.4243,7.9798,2.0813,35
queen,phi,uncoupled,145,8.6035,6.1437,9.4243,7.9857,2.0929,35
queen,phi,uncoupled,146,8.6035,6.1437,9.4650,7.9964,2.1011,35
queen,phi,uncoupled,147,8.6035,6.1437,9.4681,8.0167,2.0872,35
queen,phi,uncoupled,148,8.6035,6.1437,9.4681,8.0251,2.0906,35
queen,phi,uncoupled,149,8.6035,6.1437,9.4681,8.0638,2.1470,35
queen,phi,uncoupled,150,8.6035,6.1437,9.4784,8.0753,2.1472,35
queen,phi,uncoupled,151,8.6035,6.1437,9.5107,8.0829,2.1502,35
queen,phi,uncoupled,152,8.6035,6.1437,9.5107,8.1018,2.1426,35
queen,phi,uncoupled,153,8.6035,6.1437,9.5107,8.1041,2.1445,35
queen,phi,uncoupled,154,8.6629,6.1437,9.5311,8.1265,2.1591,35
queen,phi,uncoupled,155,8.6629,6.1639,9.7796,8.1786,2.1926,35
queen,phi,uncoupled,156,8.6629,6.1751,9.7940,8.1867,2.1889,35
queen,phi,uncoupled,157,8.6900,6.1751,9.7956,8.1953,2.1925,35
queen,phi,uncoupled,158,8.6900,6.2480,9.7956,8.2173,2.1960,35
queen,phi,uncoupled,159,8.6900,6.2480,9.8458,8.2294,2.2060,35
queen,phi,uncoupled,160,8.7116,6.2480,9.8458,8.2475,2.2154,35
queen,phi,uncoupled,161,8.7116,6.2480,9.8458,8.2706,2.2181,35
queen,phi,uncoupled,162,8.8338,6.3456,9.8970,8.3020,2.2248,35
queen,phi,uncoupled,163,8.8338,6.3456,9.8970,8.3041,2.2220,35
queen,phi,uncoupled,164,8.8338,6.4062,10.0782,8.3257,2.2262,35
queen,phi,uncoupled,165,8.8338,6.4835,10.1286,8.3400,2.2316,35
queen,phi,uncoupled,166,8.8338,6.4835,10.1286,8.3519,2.2360,35
queen,phi,uncoupled,167,8.8338,6.5920,10.1479,8.3707,2.2347,35
queen,phi,uncoupled,168,8.9159,6.6313,10.1479,8.3809,2.2294,35
queen,phi,uncoupled,169,8.9159,6.6313,10.1479,8.3910,2.2383,35
queen,phi,uncoupled,170,8.9159,6.6313,10.1479,8.3920,2.2379,35
queen,phi,uncoupled,171,8.9159,6.6604,10.1698,8.4083,2.2366,35
queen,phi,uncoupled,172,8.9159,6.6604,10.1698,8.4146,2.2356,35
queen,phi,uncoupled,173,8.9159,6.7680,10.1916,8.4434,2.2463,35
queen,phi,uncoupled,174,8.9159,6.7680,10.2010,8.4660,2.2605,35
queen,phi,uncoupled,175,8.9159,6.7680,10.2010,8.4821,2.2599,35
queen,phi,uncoupled,176,8.9159,6.7680,10.2069,8.5021,2.2608,35
queen,phi,uncoupled,177,8.9159,7.0462,10.2069,8.5343,2.2494,35
queen,phi,uncoupled,178,8.9159,7.0462,10.2680,8.5441,2.2548,35
queen,phi,uncoupled,179,8.9159,7.0462,10.2680,8.5572,2.2614,35
queen,phi,uncoupled,180,8.9526,7.0462,10.2680,8.5700,2.2653,35
queen,phi,uncoupled,181,8.9526,7.0462,10.3638,8.5863,2.2748,35
queen,phi,uncoupled,182,9.1507,7.0462,10.3638,8.6083,2.2885,35
queen,phi,uncoupled,183,9.1507,7.0996,10.3700,8.6322,2.2993,35
queen,phi,uncoupled,184,9.1507,7.0996,10.3700,8.6469,2.2937,35
queen,phi,uncoupled,185,9.1507,7.0996,10.3700,8.6608,2.2951,35
queen,phi,uncoupled,186,9.1507,7.0996,10.4431,8.6789,2.3068,35
queen,phi,uncoupled,187,9.1507,7.0996,10.4431,8.6915,2.3108,35
queen,phi,uncoupled,188,9.1507,7.0996,10.4431,8.6969,2.3141,35
queen,phi,uncoupled,189,9.1507,7.0996,10.4515,8.7101,2.3256,35
queen,phi,uncoupled,190,9.1507,7.1099,10.4515,8.7294,2.3190,35
queen,phi,uncoupled,191,9.1507,7.1099,10.4555,8.7355,2.3251,35
queen,phi,uncoupled,192,9.1507,7.1134,10.4962,8.7412,2.3221,35
queen,phi,uncoupled,193,9.1507,7.1134,10.4962,8.7465,2.3253,35
queen,phi,uncoupled,194,9.1507,7.1374,10.4962,8.7630,2.3361,35
queen,phi,uncoupled,195,9.1507,7.1374,10.4962,8.7688,2.3443,35
queen,phi,uncoupled,196,9.1507,7.1374,10.4962,8.7745,2.3411,35
queen,phi,uncoupled,197,9.3053,7.1374,10.4962,8.7927,2.3502,35
queen,phi,uncoupled,198,9.3053,7.1374,10.4962,8.8015,2.3512,35
queen,phi,uncoupled,199,9.3053,7.1374,10.4962,8.8193,2.3495,35
queen,phi,uncoupled,200,9.3860,7.1374,10.4962,8.8365,2.3432,35
queen,phi,uncoupled,201,9.3860,7.1484,10.6481,8.8524,2.3543,35
queen,phi,uncoupled,202,9.3860,7.1818,10.6481,8.8597,2.3538,35
queen,phi,uncoupled,203,9.3860,7.1818,10.6481,8.8630,2.3545,35
queen,phi,uncoupled,204,9.3860,7.1818,10.6481,8.8679,2.3573,35
queen,phi,uncoupled,205,9.3860,7.1818,10.6481,8.8700,2.3555,35
queen,phi,uncoupled,206,9.3860,7.1888,10.7204,8.8872,2.3612,35
queen,phi,uncoupled,207,9.3860,7.1888,10.7204,8.8910,2.3623,35
queen,phi,uncoupled,208,9.3860,7.2240,10.7496,8.8991,2.3638,35
queen,phi,uncoupled,209,9.3860,7.2240,10.7496,8.9044,2.3582,35
queen,phi,uncoupled,210,9.3883,7.2240,10.7496,8.9167,2.3525,35
queen,phi,uncoupled,211,9.3883,7.2240,10.7496,8.9171,2.3519,35
queen,phi,uncoupled,212,9.3883,7.2701,10.7496,8.9228,2.3519,35
queen,phi,uncoupled,213,9.3883,7.2701,10.7496,8.9267,2.3529,35
queen,phi,uncoupled,214,9.3883,7.2701,10.8059,8.9445,2.3595,35
queen,phi,uncoupled,215,9.3883,7.2701,10.8059,8.9513,2.3624,35
queen,phi,uncoupled,216,9.3883,7.2701,10.8059,8.9548,2.3665,35
queen,phi,uncoupled,217,9.3883,7.2701,10.8059,8.9571,2.3684,35
queen,phi,uncoupled,218,9.3883,7.2701,10.8059,8.9618,2.3711,35
queen,phi,uncoupled,219,9.3883,7.2701,10.8059,8.9743,2.3658,35
queen,phi,uncoupled,220,9.3883,7.2701,10.8059,8.9812,2.3664,35
queen,phi,uncoupled,221,9.3883,7.2701,10.8059,8.9867,2.3707,35
queen,phi,uncoupled,222,9.3883,7.2701,10.8059,8.9894,2.3727,35
queen,phi,uncoupled,223,9.3883,7.2701,10.8059,9.0070,2.3898,35
queen,phi,uncoupled,224,9.3883,7.2778,10.8059,9.0122,2.3911,35
queen,phi,uncoupled,225,9.3883,7.2778,10.8431,9.0196,2.3915,35
queen,phi,uncoupled,226,9.3883,7.2778,10.8431,9.0213,2.3917,35
queen,phi,uncoupled,227,9.3883,7.2953,10.8431,9.0345,2.3966,35
queen,phi,uncoupled,228,9.3883,7.2953,10.9167,9.0457,2.4034,35
queen,phi,uncoupled,229,9.3906,7.3238,10.9167,9.0526,2.4067,35
queen,phi,uncoupled,230,9.3906,7.3238,10.9167,9.0571,2.4087,35
queen,phi,uncoupled,231,9.3906,7.3317,10.9167,9.0597,2.4092,35
queen,phi,uncoupled,232,9.3906,7.3317,10.9167,9.0611,2.4088,35
queen,phi,uncoupled,233,9.3906,7.3639,10.9167,9.0634,2.4075,35
queen,phi,uncoupled,234,9.3906,7.3639,10.9905,9.0717,2.4120,35
queen,phi,uncoupled,235,9.3906,7.3639,10.9933,9.0767,2.4160,35
queen,phi,uncoupled,236,9.4283,7.3708,10.9933,9.0858,2.4156,35
queen,phi,uncoupled,237,9.4283,7.3708,11.1658,9.0967,2.4238,35
queen,phi,uncoupled,238,9.4808,7.3907,11.1658,9.1021,2.4238,35
queen,phi,uncoupled,239,9.4808,7.3907,11.1658,9.1072,2.4286,35
queen,phi,uncoupled,240,9.4808,7.3907,11.1691,9.1095,2.4272,35
queen,phi,uncoupled,241,9.4808,7.4306,11.1691,9.1146,2.4237,35
queen,phi,uncoupled,242,9.4808,7.4355,11.1691,9.1247,2.4278,35
queen,phi,uncoupled,243,9.4808,7.4355,11.1691,9.1320,2.4333,35
queen,phi,uncoupled,244,9.4808,7.4567,11.2089,9.1407,2.4379,35
queen,phi,uncoupled,245,9.4876,7.4567,11.2099,9.1459,2.4415,35
queen,phi,uncoupled,246,9.4876,7.4567,11.2099,9.1471,2.4410,35
queen,phi,uncoupled,247,9.5124,7.4606,11.2174,9.1520,2.4411,35
queen,phi,uncoupled,248,9.5371,7.4606,11.2232,9.1581,2.4442,35
queen,phi,uncoupled,249,9.5458,7.4606,11.2404,9.1633,2.4416,35
queen,phi,uncoupled,250,9.5458,7.4606,11.2409,9.1655,2.4427,35
queen,phi,uncoupled,251,9.6002,7.4968,11.2512,9.1723,2.4413,35
queen,phi,uncoupled,252,9.6002,7.4968,11.2512,9.1743,2.4405,35
queen,phi,uncoupled,253,9.6002,7.4968,11.2548,9.1830,2.4439,35
queen,phi,uncoupled,254,9.6002,7.4968,11.2548,9.1860,2.4427,35
queen,phi,uncoupled,255,9.6002,7.4968,11.2566,9.1939,2.4467,35
queen,phi,uncoupled,256,9.6002,7.4968,11.2566,9.1944,2.4461,35
queen,phi,uncoupled,257,9.6002,7.4968,11.2566,9.1975,2.4451,35
queen,phi,uncoupled,258,9.6002,7.4978,11.2566,9.2100,2.4532,35
queen,phi,uncoupled,259,9.7707,7.4981,11.2702,9.2203,2.4550,35
queen,phi,uncoupled,260,9.7707,7.4989,11.2763,9.2300,2.4595,35
queen,phi,uncoupled,261,9.7760,7.5082,11.2763,9.2318,2.4588,35
queen,phi,uncoupled,262,9.7901,7.5169,11.2763,9.2396,2.4612,35
queen,phi,uncoupled,263,9.7901,7.5169,11.2899,9.2440,2.4641,35
queen,phi,uncoupled,264,9.7960,7.5169,11.2916,9.2478,2.4643,35
queen,phi,uncoupled,265,9.7960,7.5169,11.2916,9.2556,2.4598,35
queen,phi,uncoupled,266,9.7960,7.5172,11.2941,9.2562,2.4599,35
queen,phi,uncoupled,267,9.7960,7.5239,11.2941,9.2579,2.4601,35
queen,phi,uncoupled,268,9.7960,7.5274,11.3188,9.2604,2.4607,35
queen,phi,uncoupled,269,9.7960,7.5274,11.3280,9.2640,2.4612,35
queen,phi,uncoupled,270,9.7960,7.5274,11.3280,9.2676,2.4621,35
queen,phi,uncoupled,271,9.7960,7.5274,11.3329,9.2690,2.4623,35
queen,phi,uncoupled,272,9.7960,7.5296,11.3329,9.2703,2.4626,35
queen,phi,uncoupled,273,9.7960,7.5296,11.3329,9.2712,2.4629,35
queen,phi,uncoupled,274,9.8011,7.5296,11.3329,9.2787,2.4655,35
queen,phi,uncoupled,275,9.8011,7.5296,11.3333,9.2865,2.4703,35
queen,phi,uncoupled,276,9.8011,7.5296,11.3333,9.2897,2.4735,35
queen,phi,uncoupled,277,9.8011,7.5296,11.3333,9.2934,2.4746,35
queen,phi,uncoupled,278,9.8038,7.5296,11.3333,9.2961,2.4730,35
queen,phi,uncoupled,279,9.8038,7.5296,11.3335,9.2988,2.4727,35
queen,phi,uncoupled,280,9.8038,7.5296,11.3404,9.3029,2.4768,35
queen,phi,uncoupled,281,9.8038,7.5296,11.3456,9.3044,2.4780,35
queen,phi,uncoupled,282,9.8038,7.5296,11.3629,9.3086,2.4810,35
queen,phi,uncoupled,283,9.8038,7.5296,11.3629,9.3095,2.4818,35
queen,phi,uncoupled,284,9.8038,7.5301,11.3629,9.3101,2.4821,35
queen,phi,uncoupled,285,9.8038,7.5309,11.3629,9.3118,2.4827,35
queen,phi,uncoupled,286,9.8038,7.5322,11.3629,9.3130,2.4835,35
queen,phi,uncoupled,287,9.8124,7.5385,11.3629,9.3153,2.4834,35
queen,phi,uncoupled,288,9.8124,7.5385,11.3629,9.3167,2.4834,35
queen,phi,uncoupled,289,9.8124,7.5385,11.3657,9.3205,2.4870,35
queen,phi,uncoupled,290,9.8124,7.5385,11.3657,9.3246,2.4911,35
queen,phi,uncoupled,291,9.8124,7.5460,11.3657,9.3298,2.4945,35
queen,phi,uncoupled,292,9.8124,7.5460,11.3657,9.3314,2.4949,35
queen,phi,uncoupled,293,9.8124,7.5460,11.3674,9.3355,2.4964,35
queen,phi,uncoupled,294,9.8167,7.5460,11.3674,9.3387,2.4980,35
queen,phi,uncoupled,295,9.8300,7.5462,11.3694,9.3423,2.5016,35
queen,phi,uncoupled,296,9.8300,7.5526,11.3694,9.3468,2.5027,35
queen,phi,uncoupled,297,9.8300,7.5526,11.3694,9.3505,2.5053,35
queen,phi,uncoupled,298,9.8300,7.5526,11.3694,9.3530,2.5064,35
queen,phi,uncoupled,299,9.8300,7.5526,11.3694,9.3535,2.5060,35
queen,phi,uncoupled,300,9.8300,7.5526,11.3694,9.3558,2.5073,35
spider,base,blf,1,1.9275,1.5540,2.4376,2.0652,0.6642,35
spider,base,blf,2,2.4603,2.0860,2.9702,2.5921,0.7538,35
spider,base,blf,3,2.8188,2.3771,3.1910,2.8482,0.6930,35
spider,base,blf,4,2.9787,2.5356,3.4383,3.0320,0.6657,35
spider,base,blf,5,3.1560,2.6287,3.4860,3.1868,0.7362,35
spider,base,blf,6,3.2194,2.9481,3.5111,3.2805,0.6856,35
spider,base,blf,7,3.2530,2.9682,3.5593,3.3188,0.6751,35
spider,base,blf,8,3.3397,2.9813,3.7175,3.4081,0.6546,35
spider,base,blf,9,3.5159,3.1585,3.8297,3.5222,0.6317,35
spider,base,blf,10,3.6398,3.1585,3.9513,3.5878,0.6595,35
spider,base,blf,11,3.7174,3.2897,3.9719,3.6509,0.6346,35
spider,base,blf,12,3.8103,3.3219,4.0409,3.7113,0.6387,35
spider,base,blf,13,3.8103,3.3617,4.0409,3.7402,0.6030,35
spider,base,blf,14,3.8490,3.3617,4.0945,3.7790,0.6097,35
spider,base,blf,15,3.8787,3.3617,4.2181,3.8382,0.6622,35
spider,base,blf,16,3.9374,3.5614,4.2181,3.9562,0.5757,35
spider,base,blf,17,3.9651,3.6626,4.3124,4.0173,0.6109,35
spider,base,blf,18,4.0316,3.7132,4.3771,4.0798,0.5812,35
spider,base,blf,19,4.0548,3.7132,4.4320,4.1432,0.5967,35
spider,base,blf,20,4.1290,3.7487,4.5006,4.2182,0.6155,35
spider,base,blf,21,4.1290,3.7590,4.5230,4.2349,0.6094,35
spider,base,blf,22,4.1440,3.8139,4.6338,4.2685,0.6127,35
spider,base,blf,23,4.1440,3.8139,4.6902,4.2873,0.6366,35
spider,base,blf,24,4.1440,3.8983,4.7764,4.3669,0.6888,35
spider,base,blf,25,4.1772,3.8983,4.7877,4.3874,0.7220,35
spider,base,blf,26,4.3973,3.9696,4.8205,4.4513,0.7271,35
spider,base,blf,27,4.3973,3.9947,5.0075,4.5091,0.7261,35
spider,base,blf,28,4.4655,4.0176,5.0075,4.5799,0.7144,35
spider,base,blf,29,4.4666,4.0176,5.0205,4.5986,0.7250,35
spider,base,blf,30,4.5813,4.0850,5.1282,4.6542,0.7066,35
spider,base,blf,31,4.7106,4.0850,5.1576,4.6920,0.7266,35
spider,base,blf,32,4.7106,4.1216,5.1576,4.7170,0.7191,35
spider,base,blf,33,4.7108,4.1742,5.4173,4.8354,0.8188,35
spider,base,blf,34,4.7318,4.1873,5.4173,4.9455,0.8991,35
spider,base,blf,35,4.7318,4.2413,5.4173,4.9841,0.8888,35
spider,base,blf,36,4.7318,4.2413,5.4512,5.0241,0.9208,35
spider,base,blf,37,4.9263,4.3302,5.4512,5.0762,0.8871,35
spider,base,blf,38,5.1028,4.4086,5.6165,5.1303,0.8708,35
spider,base,blf,39,5.1028,4.5633,5.7720,5.2088,0.8893,35
spider,base,blf,40,5.1028,4.6078,5.7720,5.2624,0.8804,35
spider,base,blf,41,5.1028,4.6078,5.9514,5.3127,0.9283,35
spider,base,blf,42,5.1028,4.6078,5.9729,5.3268,0.9453,35
spider,base,blf,43,5.1028,4.6078,6.0199,5.3486,0.9588,35
spider,base,blf,44,5.1843,4.6078,6.0199,5.3723,0.9580,35
spider,base,blf,45,5.1843,4.6078,6.1273,5.4090,0.9757,35
spider,base,blf,46,5.1843,4.6078,6.1994,5.4619,1.0043,35
spider,base,blf,47,5.1982,4.6514,6.1994,5.4893,0.9872,35
spider,base,blf,48,5.1982,4.7887,6.1994,5.5186,1.0106,35
spider,base,blf,49,5.1982,4.9131,6.1994,5.5764,1.0183,35
spider,base,blf,50,5.5413,4.9131,6.2421,5.6248,1.0165,35
spider,base,blf,51,5.5413,4.9882,6.2421,5.6796,1.0005,35
spider,base,blf,52,5.5518,5.0168,6.2421,5.7343,1.0291,35
spider,base,blf,53,5.5518,5.0530,6.3022,5.7620,1.0406,35
spider,base,blf,54,5.5518,5.0826,6.4963,5.8015,1.0508,35
spider,base,blf,55,5.5518,5.1788,6.5819,5.8630,1.0356,35
spider,base,blf,56,5.6052,5.1852,6.8661,5.9321,1.0787,35
spider,base,blf,57,5.6052,5.2141,6.8661,5.9498,1.0796,35
spider,base,blf,58,5.9619,5.2193,7.0191,6.0599,1.1016,35
spider,base,blf,59,6.0143,5.2764,7.0257,6.0989,1.0957,35
spider,base,blf,60,6.0143,5.2764,7.0257,6.1137,1.0921,35
spider,base,blf,61,6.0143,5.3944,7.1469,6.1567,1.0933,35
spider,base,blf,62,6.0559,5.3944,7.1469,6.1795,1.0892,35
spider,base,blf,63,6.0620,5.4324,7.3802,6.2395,1.1016,35
spider,base,blf,64,6.4463,5.4735,7.3802,6.3489,1.0865,35
spider,base,blf,65,6.4463,5.5928,7.3802,6.3867,1.0673,35
spider,base,blf,66,6.4463,5.5928,7.3802,6.4229,1.0746,35
spider,base,blf,67,6.5199,5.8848,7.3802,6.4504,1.0660,35
spider,base,blf,68,6.5199,5.9065,7.3802,6.4838,1.0475,35
spider,base,blf,69,6.7508,5.9453,7.3802,6.5769,1.0634,35
spider,base,blf,70,6.7815,5.9453,7.3802,6.6076,1.0498,35
spider,base,blf,71,6.7815,5.9453,7.3802,6.6618,1.0116,35
spider,base,blf,72,6.7815,6.0122,7.3802,6.6876,1.0115,35
spider,base,blf,73,6.7815,6.0212,7.3802,6.6948,1.0143,35
spider,base,blf,74,6.7872,6.0361,7.4271,6.7454,1.0034,35
spider,base,blf,75,6.7872,6.1319,7.4348,6.7812,1.0011,35
spider,base,blf,76,6.8548,6.1842,7.4348,6.8098,1.0047,35
spider,base,blf,77,6.9912,6.1842,7.4779,6.8432,1.0078,35
spider,base,blf,78,6.9912,6.2402,7.5973,6.8853,1.0081,35
spider,base,blf,79,7.0437,6.2665,7.6730,6.9051,1.0088,35
spider,base,blf,80,7.0437,6.2665,7.7049,6.9558,0.9440,35
spider,base,blf,81,7.0437,6.4610,7.7049,6.9861,0.9236,35
spider,base,blf,82,7.0437,6.5133,7.7163,7.0079,0.9214,35
spider,base,blf,83,7.0437,6.6025,7.7163,7.0373,0.9262,35
spider,base,blf,84,7.0437,6.6254,7.8094,7.0590,0.9380,35
spider,base,blf,85,7.1914,6.7035,7.8094,7.1108,0.9337,35
spider,base,blf,86,7.1914,6.7150,7.8094,7.1277,0.9335,35
spider,base,blf,87,7.2116,6.7150,7.8648,7.1679,0.9337,35
spider,base,blf,88,7.2116,6.7150,7.8648,7.1858,0.9259,35
spider,base,blf,89,7.3892,6.7922,7.8820,7.2164,0.9060,35
spider,base,blf,90,7.3892,6.8529,7.8820,7.2385,0.8971,35
spider,base,blf,91,7.5307,6.8529,7.9411,7.2755,0.8955,35
spider,base,blf,92,7.5307,6.8529,7.9635,7.2959,0.8901,35
spider,base,blf,93,7.5307,6.8922,8.0271,7.3247,0.8957,35
spider,base,blf,94,7.5632,6.9279,8.0271,7.3371,0.8911,35
spider,base,blf,95,7.6535,6.9458,8.0516,7.3613,0.8931,35
spider,base,blf,96,7.6535,6.9458,8.0877,7.3886,0.8868,35
spider,base,blf,97,7.6978,6.9458,8.1126,7.4027,0.8934,35
spider,base,blf,98,7.7586,6.9850,8.1132,7.4361,0.8970,35
spider,base,blf,99,7.7788,7.0136,8.1132,7.4423,0.8960,35
spider,base,blf,100,7.7788,7.0477,8.1391,7.4614,0.9019,35
spider,base,blf,101,7.7890,7.0695,8.1514,7.4959,0.8930,35
spider,base,blf,102,7.7890,7.0695,8.1937,7.5090,0.8987,35
spider,base,blf,103,7.8003,7.2148,8.1937,7.5479,0.8853,35
spider,base,blf,104,7.8003,7.2381,8.1937,7.5593,0.8855,35
spider,base,blf,105,7.8003,7.2381,8.1985,7.5652,0.8821,35
spider,base,blf,106,7.8321,7.2780,8.2109,7.5849,0.8706,35
spider,base,blf,107,7.8650,7.2780,8.2109,7.6239,0.8281,35
spider,base,blf,108,7.8650,7.2872,8.2165,7.6483,0.8271,35
spider,base,blf,109,7.9044,7.3257,8.2257,7.6744,0.8219,35
spider,base,blf,110,7.9325,7.3562,8.2267,7.6915,0.8070,35
spider,base,blf,111,7.9511,7.3729,8.2404,7.7021,0.8100,35
spider,base,blf,112,7.9768,7.3779,8.2613,7.7349,0.8044,35
spider,base,blf,113,8.0129,7.3947,8.2848,7.7516,0.8049,35
spider,base,blf,114,8.0129,7.4160,8.2848,7.7605,0.8028,35
spider,base,blf,115,8.0282,7.4864,8.2870,7.7673,0.8024,35
spider,base,blf,116,8.0372,7.4864,8.2870,7.7734,0.8020,35
spider,base,blf,117,8.0426,7.5171,8.2994,7.7902,0.8000,35
spider,base,blf,118,8.0426,7.5171,8.3348,7.7998,0.8011,35
spider,base,blf,119,8.0949,7.5609,8.3552,7.8177,0.7988,35
spider,base,blf,120,8.1436,7.5609,8.3564,7.8293,0.7965,35
spider,base,blf,121,8.1485,7.5609,8.3639,7.8507,0.7747,35
spider,base,blf,122,8.1485,7.6243,8.4032,7.8822,0.7509,35
spider,base,blf,123,8.1623,7.6243,8.4276,7.8959,0.7574,35
spider,base,blf,124,8.1623,7.6243,8.4276,7.9052,0.7547,35
spider,base,blf,125,8.1694,7.6243,8.4276,7.9131,0.7553,35
spider,base,blf,126,8.1694,7.6243,8.4348,7.9201,0.7511,35
spider,base,blf,127,8.1876,7.6243,8.4348,7.9393,0.7295,35
spider,base,blf,128,8.2120,7.6276,8.4348,7.9526,0.7293,35
spider,base,blf,129,8.2120,7.6276,8.4348,7.9600,0.7294,35
spider,base,blf,130,8.2120,7.6714,8.4348,7.9665,0.7275,35
spider,base,blf,131,8.2280,7.6714,8.4348,7.9852,0.7107,35
spider,base,blf,132,8.2483,7.6714,8.4348,7.9896,0.7080,35
spider,base,blf,133,8.2483,7.6880,8.4384,7.9978,0.6964,35
spider,base,blf,134,8.2927,7.7026,8.4461,8.0092,0.7002,35
spider,base,blf,135,8.2927,7.7026,8.4461,8.0177,0.6922,35
spider,base,blf,136,8.3382,7.7147,8.4461,8.0278,0.6881,35
spider,base,blf,137,8.3382,7.7147,8.4461,8.0376,0.6689,35
spider,base,blf,138,8.3382,7.7546,8.4461,8.0487,0.6615,35
spider,base,blf,139,8.3382,7.7854,8.4500,8.0796,0.6125,35
spider,base,blf,140,8.3382,7.7854,8.4876,8.0893,0.6079,35
spider,base,blf,141,8.3514,7.7854,8.4973,8.0942,0.6106,35
spider,base,blf,142,8.3514,7.7875,8.5099,8.1051,0.5994,35
spider,base,blf,143,8.3514,7.7951,8.5099,8.1116,0.5996,35
spider,base,blf,144,8.3817,7.7965,8.5099,8.1170,0.6025,35
spider,base,blf,145,8.3817,7.7966,8.5109,8.1296,0.5853,35
spider,base,blf,146,8.3839,7.8071,8.5172,8.1390,0.5783,35
spider,base,blf,147,8.3884,7.8173,8.5362,8.1566,0.5762,35
spider,base,blf,148,8.3968,7.8322,8.5613,8.1654,0.5772,35
spider,base,blf,149,8.3968,7.8322,8.5613,8.1678,0.5776,35
spider,base,blf,150,8.3968,7.8367,8.5656,8.1705,0.5772,35
spider,base,blf,151,8.3968,7.8367,8.5663,8.1778,0.5791,35
spider,base,blf,152,8.4031,7.8555,8.5663,8.1824,0.5786,35
spider,base,blf,153,8.4082,7.8555,8.5701,8.1846,0.5797,35
spider,base,blf,154,8.4082,7.8555,8.5777,8.1861,0.5798,35
spider,base,blf,155,8.4448,7.8926,8.5829,8.1968,0.5774,35
spider,base,blf,156,8.4448,7.9055,8.5829,8.2011,0.5778,35
spider,base,blf,157,8.4448,7.9455,8.5830,8.2055,0.5751,35
spider,base,blf,158,8.4448,7.9555,8.5868,8.2126,0.5722,35
spider,base,blf,159,8.4448,7.9555,8.5868,8.2155,0.5734,35
spider,base,blf,160,8.4448,7.9555,8.5910,8.2181,0.5740,35
spider,base,blf,161,8.4448,7.9555,8.5953,8.2302,0.5608,35
spider,base,blf,162,8.4558,7.9555,8.5953,8.2361,0.5535,35
spider,base,blf,163,8.4558,7.9702,8.6025,8.2391,0.5543,35
spider,base,blf,164,8.4589,7.9702,8.6071,8.2445,0.5517,35
spider,base,blf,165,8.4632,7.9702,8.6171,8.2506,0.5501,35
spider,base,blf,166,8.4749,7.9702,8.6222,8.2565,0.5470,35
spider,base,blf,167,8.4786,7.9887,8.6222,8.2603,0.5455,35
spider,base,blf,168,8.4786,7.9969,8.6305,8.2626,0.5463,35
spider,base,blf,169,8.4786,8.0129,8.6305,8.2693,0.5405,35
spider,base,blf,170,8.4791,8.0129,8.6407,8.2729,0.5406,35
spider,base,blf,171,8.4791,8.0279,8.6407,8.2786,0.5358,35
spider,base,blf,172,8.4841,8.0342,8.6515,8.2816,0.5357,35
spider,base,blf,173,8.4885,8.0393,8.6516,8.2832,0.5357,35
spider,base,blf,174,8.4955,8.0562,8.6618,8.2882,0.5375,35
spider,base,blf,175,8.5051,8.0563,8.6618,8.2931,0.5346,35
spider,base,blf,176,8.5051,8.0563,8.6618,8.3046,0.5365,35
spider,base,blf,177,8.5051,8.0614,8.6618,8.3058,0.5360,35
spider,base,blf,178,8.5051,8.0614,8.6644,8.3099,0.5372,35
spider,base,blf,179,8.5104,8.0684,8.6665,8.3144,0.5387,35
spider,base,blf,180,8.5268,8.0684,8.6665,8.3199,0.5337,35
spider,base,blf,181,8.5268,8.0724,8.6665,8.3279,0.5253,35
spider,base,blf,182,8.5268,8.0823,8.6683,8.3312,0.5242,35
spider,base,blf,183,8.5268,8.0823,8.6813,8.3350,0.5219,35
spider,base,blf,184,8.5268,8.1019,8.6825,8.3422,0.5235,35
spider,base,blf,185,8.5311,8.1019,8.6845,8.3453,0.5233,35
spider,base,blf,186,8.5311,8.1038,8.6896,8.3484,0.5234,35
spider,base,blf,187,8.5311,8.1099,8.6930,8.3513,0.5203,35
spider,base,blf,188,8.5311,8.1193,8.6973,8.3545,0.5197,35
spider,base,blf,189,8.5311,8.1256,8.7064,8.3589,0.5209,35
spider,base,blf,190,8.5311,8.1256,8.7064,8.3647,0.5197,35
spider,base,blf,191,8.5394,8.1256,8.7074,8.3659,0.5203,35
spider,base,blf,192,8.5394,8.1274,8.7080,8.3704,0.5207,35
spider,base,blf,193,8.5401,8.1432,8.7117,8.3746,0.5196,35
spider,base,blf,194,8.5410,8.1432,8.7163,8.3758,0.5204,35
spider,base,blf,195,8.5412,8.1434,8.7221,8.3785,0.5173,35
spider,base,blf,196,8.5450,8.1470,8.7221,8.3814,0.5164,35
spider,base,blf,197,8.5517,8.1470,8.7221,8.3842,0.5136,35
spider,base,blf,198,8.5517,8.1493,8.7238,8.3873,0.5128,35
spider,base,blf,199,8.5553,8.1493,8.7238,8.3904,0.5134,35
spider,base,blf,200,8.5631,8.1493,8.7284,8.3937,0.5133,35
spider,base,blf,201,8.5631,8.1509,8.7301,8.3966,0.5129,35
spider,base,blf,202,8.5631,8.1543,8.7301,8.3982,0.5128,35
